src_id,dst_id,corp_id,src_work_for_start_time,dst_work_for_start_time
p_31626,p_60704,co_6809,2021-12-07,2019-12-18
p_31627,p_65064,co_2130,2019-10-23,2021-02-25
p_31628,p_82746,co_9,2020-04-29,2021-09-08
p_31629,p_66079,co_2564,2022-04-11,2019-11-29
p_31630,p_59091,co_248,2020-08-04,2021-02-20
p_31630,p_90817,co_25,2022-05-05,2019-09-03
p_31631,p_39194,co_78,2021-12-27,2021-07-16
p_31631,p_40741,co_28,2020-06-08,2020-07-24
p_31632,p_72222,co_5387,2020-10-21,2020-07-28
p_31633,p_68625,co_1962,2021-08-18,2022-05-27
p_31635,p_84341,co_2829,2020-06-17,2022-06-12
p_31637,p_46206,co_7015,2020-05-12,2019-08-18
p_31637,p_50676,co_99,2020-04-12,2020-05-09
p_31638,p_48184,co_8248,2019-07-20,2019-11-26
p_31639,p_93567,co_7339,2020-07-13,2020-11-16
p_31640,p_84525,co_4104,2021-03-01,2021-11-26
p_31641,p_39981,co_4095,2021-12-28,2020-04-24
p_31642,p_64921,co_9127,2021-10-24,2020-08-30
p_31643,p_94555,co_8960,2019-11-24,2020-03-10
p_31644,p_33639,co_3,2021-12-18,2021-01-01
p_31644,p_49552,co_2385,2021-02-05,2020-06-23
p_31645,p_39958,co_1,2021-03-17,2020-07-07
p_31645,p_42157,co_97,2021-06-07,2019-08-02
p_31646,p_63564,co_7094,2020-11-08,2021-02-06
p_31646,p_67869,co_4285,2019-11-18,2021-03-04
p_31647,p_55309,co_1,2022-02-11,2019-11-08
p_31648,p_77643,co_5681,2021-09-18,2022-06-26
p_31648,p_80792,co_8596,2022-06-03,2021-11-20
p_31650,p_37320,co_5559,2020-05-10,2020-03-08
p_31652,p_44892,co_1758,2021-01-21,2020-01-08
p_31652,p_60789,co_870,2021-10-01,2019-08-09
p_31654,p_78809,co_5066,2020-06-13,2020-10-19
p_31655,p_61493,co_3606,2021-01-24,2022-01-14
p_31656,p_35948,co_1,2022-05-27,2021-09-16
p_31656,p_47875,co_9483,2020-04-29,2020-11-25
p_31657,p_68691,co_2254,2020-04-09,2020-05-03
p_31658,p_99559,co_3984,2021-11-16,2021-09-03
p_31660,p_61890,co_243,2022-03-08,2022-02-05
p_31661,p_36895,co_6575,2019-12-10,2022-01-28
p_31662,p_58950,co_4634,2020-08-28,2021-02-28
p_31663,p_79706,co_1551,2022-06-24,2020-06-13
p_31663,p_84884,co_1,2019-08-04,2019-08-15
p_31664,p_43526,co_1,2022-05-27,2021-03-06
p_31664,p_77007,co_10,2019-07-12,2019-07-03
p_31665,p_71584,co_9,2021-01-14,2021-12-31
p_31665,p_75059,co_119,2022-03-20,2021-02-08
p_31667,p_96038,co_5320,2021-09-01,2022-03-09
p_31668,p_49013,co_588,2021-02-10,2020-01-21
p_31668,p_99727,co_3055,2020-01-27,2021-03-13
p_31671,p_99151,co_1,2020-12-28,2021-10-10
p_31673,p_78214,co_3303,2019-07-08,2020-04-14
p_31673,p_90195,co_35,2021-04-07,2020-08-03
p_31674,p_75379,co_9207,2022-02-02,2019-12-25
p_31675,p_84164,co_330,2019-10-28,2021-06-09
p_31675,p_95285,co_7879,2020-12-22,2022-04-05
p_31676,p_40728,co_833,2021-11-08,2022-01-29
p_31676,p_47156,co_5849,2019-06-30,2019-08-06
p_31677,p_37349,co_8,2021-12-23,2021-04-17
p_31678,p_81968,co_35,2022-02-28,2021-06-16
p_31678,p_85181,co_1,2021-06-03,2021-01-15
p_31679,p_49513,co_2338,2020-08-19,2019-07-07
p_31680,p_73673,co_362,2021-01-19,2020-01-20
p_31680,p_98810,co_1,2019-09-14,2020-08-14
p_31681,p_55422,co_3740,2022-01-10,2019-10-24
p_31682,p_45966,co_4391,2022-04-12,2020-06-28
p_31682,p_66510,co_641,2021-07-13,2021-07-17
p_31683,p_34550,co_3299,2021-12-19,2022-05-24
p_31683,p_86237,co_335,2022-03-31,2020-02-13
p_31684,p_34681,co_6890,2021-08-31,2019-07-30
p_31684,p_77351,co_58,2020-12-23,2022-01-17
p_31685,p_64136,co_2849,2021-05-15,2020-06-14
p_31685,p_91912,co_1028,2021-05-01,2020-04-13
p_31687,p_39675,co_5,2020-08-11,2022-01-21
p_31687,p_45329,co_5,2021-09-22,2021-06-09
p_31688,p_93061,co_1,2020-12-16,2021-03-19
p_31689,p_43975,co_6561,2022-02-18,2020-11-10
p_31689,p_89759,co_6,2019-10-15,2019-07-28
p_31690,p_84815,co_2527,2021-05-20,2021-06-04
p_31691,p_77286,co_1705,2021-08-13,2020-06-08
p_31692,p_76246,co_9328,2021-12-30,2022-05-10
p_31693,p_45612,co_570,2022-06-20,2022-03-10
p_31693,p_58376,co_1,2020-03-12,2021-03-17
p_31695,p_35456,co_2519,2020-10-16,2021-12-23
p_31697,p_73865,co_3214,2020-07-21,2021-04-26
p_31697,p_78107,co_5226,2021-06-20,2021-11-10
p_31699,p_93067,co_7501,2019-07-01,2022-05-05
p_31701,p_98138,co_750,2020-02-07,2021-01-12
p_31702,p_42747,co_30,2020-12-23,2020-07-22
p_31702,p_56269,co_57,2022-01-11,2021-06-27
p_31703,p_36318,co_3230,2020-04-23,2022-04-21
p_31703,p_38963,co_73,2020-11-04,2020-11-02
p_31704,p_41376,co_1431,2022-03-13,2020-11-24
p_31704,p_88473,co_6443,2020-04-01,2019-12-13
p_31705,p_32205,co_518,2021-05-19,2020-02-29
p_31705,p_79893,co_1332,2021-08-10,2019-11-07
p_31708,p_65476,co_36,2021-03-21,2019-08-02
p_31709,p_82970,co_3261,2021-04-30,2020-10-13
p_31710,p_34801,co_6853,2021-01-31,2021-05-26
p_31710,p_44750,co_4,2021-08-24,2021-05-26
p_31711,p_41673,co_3566,2022-01-08,2022-01-24
p_31713,p_35049,co_1,2019-11-27,2021-08-03
p_31713,p_44908,co_5204,2020-07-30,2021-07-30
p_31714,p_39955,co_1,2021-04-29,2022-06-06
p_31714,p_83442,co_1159,2020-01-05,2021-12-26
p_31715,p_38684,co_8980,2022-03-21,2021-01-13
p_31716,p_68398,co_485,2020-04-25,2021-11-07
p_31717,p_72889,co_5991,2021-05-13,2019-11-10
p_31718,p_54031,co_8,2021-03-23,2021-02-05
p_31718,p_61719,co_10,2019-09-01,2022-06-08
p_31719,p_43172,co_3381,2020-11-15,2020-02-28
p_31719,p_63784,co_8,2020-01-28,2020-05-15
p_31721,p_98171,co_7654,2021-11-02,2022-03-14
p_31722,p_35171,co_8768,2019-11-08,2020-01-07
p_31723,p_41372,co_8,2022-02-20,2019-12-26
p_31724,p_90655,co_8297,2021-04-29,2022-01-18
p_31725,p_84733,co_7158,2020-08-01,2022-06-12
p_31725,p_99643,co_1,2020-08-10,2021-07-02
p_31726,p_60378,co_6083,2021-08-21,2020-08-31
p_31727,p_69644,co_1016,2021-08-15,2020-04-20
p_31727,p_75742,co_90,2020-12-13,2020-06-26
p_31728,p_43807,co_1,2022-01-11,2020-10-24
p_31729,p_44960,co_7734,2020-09-23,2019-07-16
p_31729,p_91932,co_3978,2020-10-21,2021-05-12
p_31730,p_91981,co_8231,2019-08-12,2019-09-17
p_31736,p_33627,co_3,2022-02-17,2019-12-19
p_31736,p_66110,co_9061,2021-01-29,2021-07-24
p_31737,p_55584,co_4109,2020-06-09,2020-04-24
p_31737,p_61302,co_1,2020-04-13,2019-12-28
p_31738,p_74420,co_3,2020-07-20,2022-03-16
p_31739,p_98118,co_4688,2020-01-15,2020-07-15
p_31741,p_58231,co_574,2021-05-26,2022-06-26
p_31742,p_82706,co_7339,2022-01-05,2021-09-05
p_31743,p_82952,co_533,2021-10-25,2020-04-24
p_31744,p_57629,co_1903,2021-02-27,2021-01-16
p_31744,p_70003,co_10,2020-07-07,2020-09-30
p_31745,p_39352,co_4468,2022-06-25,2020-12-16
p_31746,p_76509,co_5478,2019-10-07,2021-07-17
p_31746,p_97595,co_1,2020-10-05,2021-10-18
p_31747,p_64829,co_7553,2020-03-18,2021-07-15
p_31747,p_92495,co_1,2022-06-25,2021-05-31
p_31748,p_47948,co_6917,2021-08-05,2020-08-09
p_31749,p_71642,co_32,2021-01-30,2020-09-18
p_31750,p_89805,co_1,2021-06-27,2019-08-14
p_31751,p_71158,co_91,2020-03-21,2020-03-13
p_31752,p_60488,co_6263,2019-07-30,2021-05-19
p_31753,p_67670,co_3674,2020-04-15,2020-03-04
p_31753,p_79784,co_84,2020-05-01,2022-04-16
p_31754,p_95423,co_313,2021-10-07,2020-04-30
p_31755,p_63721,co_1,2020-08-02,2021-05-16
p_31755,p_86655,co_4584,2021-07-17,2021-04-19
p_31756,p_42528,co_3401,2019-07-24,2022-03-30
p_31756,p_52222,co_1,2021-06-27,2021-09-08
p_31757,p_47934,co_10,2022-04-13,2021-11-08
p_31758,p_52656,co_8796,2020-07-20,2020-04-11
p_31758,p_73584,co_31,2021-10-11,2021-12-21
p_31759,p_74723,co_1,2020-03-25,2020-01-26
p_31760,p_82617,co_75,2020-07-27,2021-08-09
p_31761,p_33335,co_36,2020-09-03,2020-11-14
p_31762,p_78456,co_645,2020-09-12,2021-02-02
p_31762,p_87126,co_2,2021-08-31,2022-03-17
p_31763,p_41085,co_7,2019-12-13,2019-12-17
p_31763,p_68556,co_2659,2019-08-11,2021-01-23
p_31764,p_54593,co_8898,2020-12-22,2021-04-20
p_31765,p_64705,co_7656,2022-04-10,2022-05-09
p_31766,p_56785,co_2348,2020-04-28,2020-11-16
p_31767,p_48051,co_9386,2020-07-27,2019-10-25
p_31767,p_58250,co_6580,2020-09-13,2020-06-09
p_31768,p_53599,co_6751,2021-11-21,2019-08-20
p_31768,p_86322,co_1,2022-05-05,2019-12-31
p_31769,p_50429,co_3069,2021-01-18,2021-10-27
p_31770,p_57403,co_316,2021-10-14,2020-05-25
p_31770,p_63526,co_925,2019-08-22,2021-04-10
p_31771,p_73888,co_75,2020-02-15,2021-06-29
p_31772,p_80887,co_1286,2020-05-18,2021-01-09
p_31773,p_50510,co_7,2020-06-30,2020-04-27
p_31773,p_67521,co_7136,2021-03-19,2022-03-05
p_31775,p_40408,co_329,2019-09-10,2022-03-24
p_31777,p_42575,co_129,2020-04-17,2020-02-13
p_31777,p_72624,co_71,2021-02-09,2020-12-05
p_31778,p_66640,co_1,2021-12-08,2020-12-07
p_31778,p_92146,co_7506,2020-01-30,2019-10-17
p_31779,p_49340,co_1,2021-07-04,2021-10-29
p_31779,p_95833,co_73,2020-12-13,2019-11-10
p_31780,p_36562,co_1694,2021-03-24,2021-09-22
p_31780,p_42988,co_5860,2020-05-22,2021-02-16
p_31781,p_90626,co_845,2019-07-11,2021-11-20
p_31782,p_76049,co_41,2021-01-25,2020-12-16
p_31782,p_80503,co_6364,2019-09-11,2021-04-15
p_31784,p_34236,co_1,2019-09-21,2021-03-27
p_31785,p_50628,co_5840,2020-09-13,2022-01-23
p_31786,p_64696,co_8563,2021-10-28,2022-03-24
p_31787,p_69758,co_543,2019-12-31,2019-12-17
p_31787,p_97983,co_790,2020-11-14,2019-12-13
p_31788,p_35230,co_7,2022-06-27,2021-03-26
p_31788,p_88347,co_27,2020-05-30,2019-08-06
p_31789,p_98451,co_6141,2021-11-28,2021-09-19
p_31790,p_32531,co_6,2021-09-08,2022-01-15
p_31791,p_71536,co_1399,2021-07-03,2020-05-17
p_31792,p_41168,co_1,2020-09-06,2019-12-14
p_31792,p_81126,co_241,2022-01-04,2020-03-31
p_31793,p_42485,co_4731,2022-05-04,2022-02-23
p_31794,p_73195,co_4760,2020-07-16,2022-03-27
p_31795,p_72076,co_4987,2021-04-06,2019-12-28
p_31796,p_79507,co_6979,2020-10-18,2020-02-13
p_31797,p_43156,co_8856,2021-09-27,2019-11-05
p_31797,p_58370,co_3207,2021-11-30,2021-12-09
p_31798,p_78477,co_13,2022-02-10,2021-12-06
p_31799,p_90357,co_42,2021-05-18,2022-05-21
p_31801,p_92459,co_15,2021-05-10,2020-07-16
p_31802,p_51440,co_7638,2022-02-14,2022-01-08
p_31802,p_66214,co_3493,2022-06-20,2020-02-24
p_31803,p_46984,co_205,2020-11-10,2020-03-10
p_31803,p_65284,co_1,2022-01-07,2020-08-23
p_31804,p_58118,co_3436,2019-11-25,2020-06-04
p_31805,p_34784,co_3646,2021-05-31,2020-12-24
p_31806,p_54700,co_4024,2021-09-12,2021-05-25
p_31808,p_63797,co_1550,2022-03-02,2021-03-20
p_31808,p_65647,co_213,2021-03-14,2021-07-15
p_31809,p_41828,co_7758,2021-02-10,2019-08-19
p_31809,p_79412,co_64,2021-04-13,2020-08-21
p_31810,p_87899,co_49,2020-07-15,2020-08-02
p_31811,p_70351,co_667,2020-05-14,2021-02-06
p_31811,p_82555,co_2290,2022-01-24,2022-01-06
p_31812,p_35974,co_8211,2020-11-10,2022-06-19
p_31812,p_88784,co_7066,2020-06-11,2020-06-16
p_31815,p_50860,co_6826,2019-08-09,2020-11-16
p_31815,p_92164,co_1372,2020-11-02,2022-01-29
p_31816,p_47546,co_6848,2021-01-25,2022-03-21
p_31816,p_57043,co_3012,2021-04-28,2021-02-22
p_31817,p_66191,co_9250,2022-02-28,2020-08-31
p_31817,p_91804,co_3,2019-07-18,2022-04-27
p_31818,p_51510,co_10,2020-06-01,2020-06-27
p_31818,p_76714,co_1487,2019-09-23,2020-10-02
p_31819,p_40883,co_4067,2021-12-30,2021-02-15
p_31820,p_82616,co_53,2020-11-25,2022-06-25
p_31821,p_83457,co_1566,2022-02-17,2019-07-13
p_31821,p_99864,co_4,2019-11-12,2021-09-10
p_31823,p_79000,co_392,2021-11-26,2022-04-24
p_31824,p_31873,co_3270,2020-07-23,2021-06-04
p_31824,p_59724,co_4192,2019-10-06,2021-09-27
p_31825,p_48056,co_8504,2020-04-06,2020-10-26
p_31825,p_88239,co_3895,2022-03-19,2021-03-11
p_31829,p_40261,co_8,2021-06-10,2020-09-09
p_31832,p_67269,co_494,2020-08-13,2021-10-01
p_31834,p_33758,co_891,2021-01-03,2020-03-21
p_31835,p_72994,co_7310,2019-12-04,2022-05-02
p_31836,p_64774,co_6,2020-06-06,2019-08-31
p_31836,p_82779,co_1044,2020-11-03,2021-11-22
p_31837,p_88344,co_5322,2020-09-05,2022-02-18
p_31838,p_94617,co_9,2021-04-26,2019-07-26
p_31839,p_57922,co_4354,2020-06-18,2021-12-25
p_31839,p_60611,co_76,2021-12-04,2021-04-07
p_31840,p_36319,co_3822,2022-05-21,2019-07-07
p_31840,p_87338,co_2858,2021-06-07,2020-09-14
p_31842,p_47862,co_717,2021-01-15,2021-01-20
p_31843,p_88447,co_8834,2020-07-24,2020-01-16
p_31844,p_53848,co_669,2019-09-24,2020-01-08
p_31845,p_81264,co_1,2022-02-11,2022-05-07
p_31845,p_81917,co_849,2020-03-22,2020-10-04
p_31846,p_53900,co_2535,2021-03-12,2020-10-22
p_31846,p_73956,co_4188,2021-04-02,2019-06-29
p_31847,p_57738,co_5632,2019-08-07,2020-07-02
p_31848,p_92644,co_1609,2020-10-28,2022-02-04
p_31848,p_98742,co_7331,2021-11-08,2019-07-03
p_31850,p_76651,co_73,2019-07-30,2021-02-09
p_31851,p_64429,co_8473,2021-01-05,2020-05-01
p_31853,p_65787,co_76,2021-08-13,2021-04-19
p_31853,p_78209,co_1,2022-05-07,2021-12-22
p_31854,p_41062,co_35,2019-12-17,2020-03-03
p_31854,p_87945,co_8130,2021-07-17,2020-12-17
p_31855,p_89863,co_3172,2022-05-23,2022-04-05
p_31857,p_60082,co_21,2019-08-03,2021-05-06
p_31857,p_93184,co_90,2020-02-24,2021-04-20
p_31858,p_39627,co_4,2020-06-20,2020-03-21
p_31858,p_70366,co_17,2019-09-13,2022-06-09
p_31859,p_48064,co_8711,2019-09-06,2020-02-26
p_31860,p_54993,co_3640,2022-06-28,2019-10-26
p_31861,p_47485,co_1543,2021-04-24,2022-01-25
p_31863,p_81047,co_7774,2020-05-27,2020-10-07
p_31864,p_60986,co_3148,2021-12-19,2019-07-28
p_31864,p_74089,co_1,2020-04-19,2020-02-02
p_31865,p_49628,co_75,2019-12-01,2020-08-21
p_31867,p_80004,co_2071,2021-11-14,2022-03-05
p_31868,p_39735,co_1,2021-11-25,2022-03-12
p_31869,p_82252,co_575,2021-11-11,2020-07-22
p_31870,p_71206,co_8712,2020-11-13,2022-02-08
p_31870,p_76821,co_5580,2022-05-19,2020-05-21
p_31871,p_50459,co_5086,2019-08-09,2020-02-26
p_31871,p_64562,co_44,2020-03-31,2020-12-21
p_31875,p_50040,co_6942,2022-02-16,2020-11-08
p_31875,p_56944,co_4563,2021-03-15,2019-11-21
p_31878,p_48416,co_7911,2022-06-27,2021-06-05
p_31879,p_68883,co_822,2020-07-12,2022-01-24
p_31880,p_99461,co_9500,2022-02-17,2020-11-27
p_31881,p_37042,co_34,2021-08-27,2019-12-02
p_31881,p_58164,co_4749,2019-12-02,2020-04-23
p_31882,p_52919,co_7,2020-03-22,2021-10-21
p_31882,p_53684,co_1261,2019-12-22,2019-07-17
p_31883,p_76196,co_3543,2019-07-17,2022-02-23
p_31885,p_70735,co_8876,2022-03-19,2021-10-10
p_31886,p_70541,co_8533,2021-02-02,2019-11-28
p_31887,p_89000,co_2300,2021-01-06,2020-10-14
p_31888,p_46280,co_582,2019-09-18,2019-07-17
p_31888,p_50217,co_1,2019-09-19,2020-02-27
p_31890,p_86008,co_5518,2021-09-20,2022-04-06
p_31891,p_59036,co_51,2019-08-09,2021-12-18
p_31891,p_82484,co_6231,2019-07-29,2021-09-29
p_31892,p_90426,co_88,2022-02-06,2021-02-16
p_31901,p_75040,co_468,2020-11-27,2019-11-08
p_31902,p_63417,co_590,2021-09-03,2022-01-07
p_31902,p_79678,co_167,2022-04-03,2021-07-15
p_31903,p_79797,co_1,2022-01-05,2022-03-17
p_31903,p_95370,co_1633,2019-12-29,2021-05-17
p_31904,p_89427,co_5579,2019-07-19,2020-11-22
p_31905,p_94721,co_66,2022-04-24,2019-10-23
p_31907,p_75729,co_648,2020-09-08,2021-10-04
p_31909,p_36176,co_2925,2021-07-15,2021-03-25
p_31910,p_55016,co_48,2021-01-09,2020-08-09
p_31911,p_77372,co_440,2022-04-21,2021-04-21
p_31912,p_74252,co_308,2021-07-20,2020-06-11
p_31912,p_92903,co_6670,2020-02-24,2019-12-19
p_31913,p_84037,co_1825,2020-08-05,2020-09-01
p_31915,p_68297,co_6247,2022-06-13,2020-11-23
p_31916,p_98004,co_771,2022-06-11,2019-09-28
p_31917,p_58216,co_1,2020-09-14,2019-08-02
p_31917,p_88879,co_3459,2021-02-06,2019-10-22
p_31918,p_70894,co_6,2021-05-07,2020-05-28
p_31919,p_55702,co_5777,2020-04-04,2020-05-09
p_31920,p_59456,co_43,2019-07-24,2019-08-16
p_31920,p_93876,co_44,2020-08-27,2021-01-01
p_31922,p_35166,co_1,2021-04-02,2020-12-22
p_31922,p_84316,co_942,2022-05-22,2021-07-25
p_31924,p_71425,co_9,2021-05-05,2022-04-27
p_31924,p_81559,co_7083,2021-10-23,2019-12-12
p_31925,p_41316,co_1,2021-10-27,2020-05-03
p_31926,p_98254,co_943,2021-08-01,2020-03-22
p_31927,p_79130,co_5994,2019-09-16,2022-05-11
p_31927,p_85149,co_1,2019-08-31,2022-04-10
p_31928,p_95231,co_4456,2019-09-22,2019-08-30
p_31930,p_53835,co_1,2022-02-12,2022-03-09
p_31931,p_80892,co_3099,2019-07-10,2021-08-16
p_31932,p_44433,co_6851,2021-05-29,2021-08-21
p_31932,p_75989,co_39,2021-11-12,2019-12-11
p_31933,p_74797,co_7026,2021-04-23,2021-09-05
p_31934,p_69350,co_7081,2022-03-19,2021-02-25
p_31935,p_56293,co_66,2020-10-25,2022-01-18
p_31936,p_44818,co_5307,2021-12-03,2021-06-30
p_31936,p_51145,co_2830,2019-10-05,2020-06-18
p_31937,p_57211,co_6128,2021-03-14,2022-02-21
p_31937,p_74489,co_4031,2020-09-11,2021-03-06
p_31938,p_71057,co_8770,2021-06-02,2020-06-27
p_31940,p_95979,co_1,2022-02-25,2020-02-25
p_31942,p_43187,co_65,2021-08-23,2019-08-16
p_31943,p_76764,co_3809,2020-05-30,2022-03-31
p_31944,p_59271,co_235,2020-04-07,2020-07-10
p_31945,p_62661,co_2,2020-08-10,2020-05-19
p_31945,p_93511,co_4,2019-12-20,2020-01-26
p_31946,p_70765,co_4,2019-07-08,2021-09-22
p_31947,p_52882,co_1,2021-06-04,2020-10-04
p_31947,p_58691,co_3236,2020-06-23,2022-01-18
p_31948,p_44785,co_3,2019-12-02,2022-05-31
p_31949,p_76716,co_5181,2021-03-30,2022-02-12
p_31950,p_46815,co_1355,2022-05-16,2022-02-01
p_31950,p_82586,co_8,2019-10-07,2020-01-07
p_31951,p_54950,co_8337,2020-03-04,2021-04-22
p_31952,p_64586,co_722,2021-04-30,2021-07-03
p_31953,p_70838,co_1,2020-06-18,2022-03-24
p_31955,p_41033,co_35,2021-10-11,2022-04-17
p_31955,p_96736,co_282,2022-01-20,2022-01-06
p_31957,p_62169,co_906,2022-01-05,2022-02-13
p_31958,p_64959,co_362,2019-08-20,2020-09-02
p_31958,p_88723,co_1,2019-10-05,2020-06-30
p_31959,p_90286,co_3,2021-06-14,2021-03-20
p_31959,p_98086,co_863,2022-03-08,2020-12-29
p_31960,p_50175,co_3937,2021-01-06,2020-12-14
p_31960,p_90932,co_5038,2020-07-15,2021-07-09
p_31961,p_50278,co_1,2022-05-05,2019-11-13
p_31961,p_67065,co_8403,2021-12-12,2019-07-04
p_31962,p_63952,co_2881,2022-06-23,2019-08-19
p_31963,p_67995,co_1698,2020-02-22,2021-02-05
p_31965,p_53698,co_105,2021-10-25,2020-07-23
p_31965,p_87880,co_542,2021-06-30,2020-11-05
p_31966,p_41506,co_4,2020-04-23,2021-07-07
p_31967,p_37597,co_491,2021-07-04,2021-10-03
p_31967,p_48505,co_8811,2019-08-04,2020-09-19
p_31968,p_87650,co_4703,2022-04-26,2019-11-01
p_31970,p_54678,co_5254,2019-10-12,2021-12-23
p_31971,p_52131,co_6987,2022-03-28,2020-10-11
p_31973,p_60178,co_1958,2019-12-25,2021-05-16
p_31974,p_85226,co_7324,2020-01-04,2021-05-11
p_31975,p_42443,co_1028,2022-05-16,2021-10-19
p_31975,p_56304,co_48,2020-02-18,2020-02-15
p_31976,p_57359,co_6616,2020-03-04,2020-07-05
p_31976,p_78565,co_3477,2019-11-01,2022-03-17
p_31977,p_78944,co_6489,2022-04-08,2020-01-14
p_31978,p_52256,co_5502,2021-06-09,2021-04-28
p_31979,p_36704,co_757,2021-08-26,2022-06-09
p_31979,p_70576,co_8658,2021-10-03,2019-12-06
p_31980,p_37380,co_7897,2021-08-28,2022-01-20
p_31980,p_62237,co_1521,2021-12-07,2020-12-29
p_31981,p_38649,co_10,2020-10-27,2021-05-01
p_31981,p_81138,co_184,2022-05-30,2021-05-07
p_31982,p_50862,co_66,2021-01-24,2022-02-05
p_31983,p_51347,co_5646,2021-06-06,2021-04-07
p_31983,p_62219,co_7496,2020-08-14,2020-02-17
p_31984,p_33195,co_2927,2020-04-08,2020-04-24
p_31984,p_62505,co_1,2021-10-12,2021-07-23
p_31985,p_32691,co_4969,2021-10-02,2020-04-26
p_31987,p_50498,co_66,2020-03-05,2021-09-24
p_31987,p_97187,co_19,2019-08-02,2019-11-15
p_31988,p_37631,co_7936,2021-11-22,2020-03-02
p_31988,p_54824,co_844,2019-08-20,2021-09-21
p_31989,p_88266,co_1,2021-03-21,2020-10-13
p_31989,p_99776,co_7340,2020-02-09,2020-12-28
p_31990,p_76926,co_6,2020-11-20,2022-02-22
p_31991,p_84960,co_71,2020-08-17,2021-12-31
p_31993,p_76405,co_768,2019-11-23,2022-06-12
p_31993,p_99688,co_3163,2021-03-04,2019-12-13
p_31994,p_42019,co_3349,2021-05-07,2022-02-25
p_31995,p_76803,co_1,2020-06-17,2019-09-11
p_31996,p_80211,co_8320,2020-09-05,2021-08-02
p_31997,p_46459,co_6847,2022-03-06,2020-02-04
p_31997,p_87390,co_9352,2020-07-09,2020-03-12
p_31998,p_36589,co_5175,2020-01-28,2020-09-13
p_31998,p_38364,co_359,2021-04-01,2021-02-05
p_31999,p_52663,co_93,2021-01-29,2021-07-28
p_32000,p_43867,co_6226,2021-02-08,2020-05-27
p_32000,p_63145,co_7029,2021-06-06,2020-09-24
p_32001,p_52106,co_115,2019-11-02,2021-11-06
p_32001,p_52696,co_689,2019-10-19,2020-09-26
p_32002,p_94441,co_1,2021-11-05,2021-06-03
p_32003,p_48235,co_7572,2020-12-11,2020-03-31
p_32004,p_35346,co_9185,2021-05-05,2022-01-25
p_32005,p_77712,co_718,2022-06-23,2020-07-11
p_32006,p_81563,co_2813,2019-11-07,2020-12-04
p_32007,p_73349,co_596,2022-06-23,2020-03-03
p_32008,p_60908,co_7381,2020-01-21,2020-12-30
p_32008,p_98812,co_7225,2020-01-06,2020-03-16
p_32009,p_95912,co_6,2022-06-04,2021-08-04
p_32010,p_45679,co_85,2020-02-04,2020-01-15
p_32010,p_78861,co_92,2019-09-18,2021-10-23
p_32012,p_76048,co_8563,2021-01-01,2020-11-07
p_32013,p_91357,co_4667,2020-01-02,2020-05-26
p_32014,p_77344,co_3244,2019-10-07,2021-09-25
p_32016,p_70695,co_4,2019-08-11,2022-03-01
p_32017,p_61430,co_3870,2022-04-15,2020-09-09
p_32018,p_43066,co_3995,2020-01-07,2020-07-27
p_32018,p_84453,co_260,2019-08-10,2020-05-14
p_32019,p_47699,co_9067,2020-06-27,2020-05-10
p_32020,p_99412,co_713,2022-05-12,2022-03-29
p_32021,p_32876,co_3252,2022-01-18,2021-11-19
p_32021,p_52200,co_4738,2019-11-12,2020-06-16
p_32023,p_52716,co_1458,2021-08-02,2021-06-08
p_32023,p_65522,co_66,2020-12-05,2019-09-09
p_32028,p_62541,co_2781,2022-01-01,2021-12-28
p_32029,p_48626,co_6784,2022-04-24,2020-08-24
p_32030,p_77043,co_1,2019-12-13,2021-03-05
p_32031,p_32961,co_721,2021-12-25,2020-12-15
p_32031,p_98230,co_1,2022-05-06,2021-09-28
p_32033,p_75126,co_1469,2020-04-01,2021-10-13
p_32033,p_97827,co_3208,2020-02-01,2021-06-21
p_32035,p_85907,co_1,2021-08-05,2021-07-12
p_32036,p_54548,co_2186,2020-05-25,2021-05-07
p_32038,p_56847,co_6357,2021-01-12,2019-07-15
p_32040,p_83533,co_5710,2022-06-14,2020-02-12
p_32041,p_42240,co_8,2021-07-24,2020-10-29
p_32041,p_89630,co_4791,2021-03-13,2020-02-12
p_32042,p_95697,co_1,2020-02-18,2020-04-16
p_32043,p_60835,co_9355,2021-07-03,2021-05-07
p_32044,p_35007,co_5727,2021-07-16,2019-09-08
p_32044,p_53459,co_10,2021-08-20,2022-04-15
p_32045,p_39354,co_1261,2022-06-01,2020-12-21
p_32045,p_83945,co_74,2021-10-19,2021-01-19
p_32046,p_64341,co_9176,2020-02-19,2019-12-01
p_32046,p_80344,co_4,2019-07-05,2022-05-07
p_32047,p_52314,co_56,2020-02-26,2021-06-17
p_32047,p_67897,co_4904,2019-07-14,2021-12-23
p_32048,p_78045,co_38,2020-12-19,2020-05-08
p_32049,p_47522,co_2151,2020-07-15,2019-12-28
p_32049,p_77860,co_463,2021-05-23,2020-03-21
p_32051,p_84941,co_3087,2021-12-18,2021-01-19
p_32052,p_40615,co_566,2020-07-11,2021-02-09
p_32053,p_77740,co_5532,2021-10-03,2019-08-08
p_32054,p_91926,co_1,2019-10-03,2020-04-08
p_32055,p_81172,co_4531,2021-01-07,2020-01-03
p_32055,p_97370,co_1,2020-09-19,2019-11-16
p_32056,p_69814,co_1538,2021-06-15,2021-07-05
p_32057,p_73260,co_22,2022-01-08,2021-08-08
p_32058,p_36945,co_8328,2020-11-15,2019-12-15
