person_id,contact_id,level
p_52147,p_97488,97
p_52148,p_70061,3
p_52150,p_54028,9
p_52150,p_94185,73
p_52152,p_60366,76
p_52152,p_88142,91
p_52153,p_60675,2
p_52153,p_78175,35
p_52154,p_61071,84
p_52158,p_84290,0
p_52159,p_72836,35
p_52160,p_64271,74
p_52162,p_67874,24
p_52162,p_71549,45
p_52163,p_62893,5
p_52164,p_73769,66
p_52164,p_78860,85
p_52165,p_53886,49
p_52165,p_85000,69
p_52166,p_53933,89
p_52167,p_63125,69
p_52168,p_92582,13
p_52170,p_91214,47
p_52171,p_87998,0
p_52172,p_98471,9
p_52173,p_80049,64
p_52174,p_60154,96
p_52175,p_95511,52
p_52176,p_91019,36
p_52176,p_95739,89
p_52177,p_61017,38
p_52177,p_62626,1
p_52178,p_69753,1
p_52179,p_76677,0
p_52180,p_72695,5
p_52181,p_58714,83
p_52182,p_70093,3
p_52184,p_73731,73
p_52186,p_84811,44
p_52188,p_91624,48
p_52191,p_90422,21
p_52192,p_65956,32
p_52192,p_79602,60
p_52193,p_85388,3
p_52195,p_66834,35
p_52195,p_68494,18
p_52196,p_90242,14
p_52197,p_58876,63
p_52197,p_97644,24
p_52201,p_62988,2
p_52203,p_59464,47
p_52203,p_97267,94
p_52204,p_89039,42
p_52205,p_88908,0
p_52208,p_54592,6
p_52208,p_87034,41
p_52211,p_84639,8
p_52217,p_57994,54
p_52217,p_75849,70
p_52218,p_52259,3
p_52219,p_73500,15
p_52221,p_81373,72
p_52222,p_66987,91
p_52224,p_68790,96
p_52226,p_68779,61
p_52226,p_86805,10
p_52227,p_55870,71
p_52228,p_94260,40
p_52228,p_94770,40
p_52229,p_89301,87
p_52230,p_72813,36
p_52230,p_83474,58
p_52233,p_70605,92
p_52234,p_78879,56
p_52236,p_98296,0
p_52238,p_95328,73
p_52239,p_82285,57
p_52242,p_88933,42
p_52242,p_95544,77
p_52243,p_56145,89
p_52247,p_85690,20
p_52249,p_87044,24
p_52250,p_85326,70
p_52251,p_57270,89
p_52251,p_81763,82
p_52253,p_58567,6
p_52254,p_80394,0
p_52255,p_72445,34
p_52256,p_86931,40
p_52257,p_57982,0
p_52264,p_70978,66
p_52265,p_95592,21
p_52266,p_55885,0
p_52266,p_60571,1
p_52267,p_53521,3
p_52269,p_61761,60
p_52271,p_92948,4
p_52272,p_64503,96
p_52274,p_77794,73
p_52275,p_92490,0
p_52277,p_67557,52
p_52278,p_79386,8
p_52279,p_98443,0
p_52280,p_78234,49
p_52281,p_88738,50
p_52282,p_80990,98
p_52283,p_70748,95
p_52285,p_57374,0
p_52287,p_82914,93
p_52288,p_55502,0
p_52288,p_74759,91
p_52290,p_78675,56
p_52291,p_74235,60
p_52293,p_56991,89
p_52294,p_67264,0
p_52294,p_80797,7
p_52295,p_80558,80
p_52298,p_87830,37
p_52298,p_96980,33
p_52301,p_62436,23
p_52301,p_86848,0
p_52303,p_90822,1
p_52305,p_79730,80
p_52306,p_79276,35
p_52308,p_71915,2
p_52309,p_92272,6
p_52310,p_64848,21
p_52313,p_71537,47
p_52314,p_86773,3
p_52315,p_52408,42
p_52316,p_61373,97
p_52321,p_62659,73
p_52323,p_58725,70
p_52324,p_78363,79
p_52325,p_69480,3
p_52326,p_81526,19
p_52327,p_82963,40
p_52329,p_58358,8
p_52329,p_81719,37
p_52330,p_81329,34
p_52331,p_68693,62
p_52334,p_81620,69
p_52336,p_76610,9
p_52337,p_79885,6
p_52338,p_68728,20
p_52338,p_72159,56
p_52341,p_62465,6
p_52341,p_95568,26
p_52342,p_79776,35
p_52343,p_69152,49
p_52344,p_73699,79
p_52345,p_56169,32
p_52347,p_73265,61
p_52348,p_92747,29
p_52350,p_92316,14
p_52353,p_57406,2
p_52354,p_91177,53
p_52355,p_79998,72
p_52356,p_63929,91
p_52357,p_93944,78
p_52359,p_75415,0
p_52360,p_54407,35
p_52363,p_79371,77
p_52364,p_69934,78
p_52365,p_69443,75
p_52366,p_64890,99
p_52367,p_67260,39
p_52367,p_74170,19
p_52368,p_59922,28
p_52368,p_62879,66
p_52369,p_55449,29
p_52371,p_76195,43
p_52371,p_87706,0
p_52372,p_86698,7
p_52374,p_62486,0
p_52378,p_88366,60
p_52379,p_62816,54
p_52379,p_68281,56
p_52381,p_97334,74
p_52384,p_57059,8
p_52388,p_93358,89
p_52389,p_96640,6
p_52391,p_74829,32
p_52393,p_56048,0
p_52394,p_60730,67
p_52394,p_90295,93
p_52395,p_84058,9
p_52396,p_52844,38
p_52396,p_63502,75
p_52397,p_59876,86
p_52400,p_98180,58
p_52401,p_64736,89
p_52401,p_69679,28
p_52403,p_61828,9
p_52405,p_53677,15
p_52406,p_71564,67
p_52407,p_64908,18
p_52407,p_95771,54
p_52408,p_89278,0
p_52409,p_96054,9
p_52410,p_74203,97
p_52411,p_57001,6
p_52412,p_85645,86
p_52412,p_90583,0
p_52413,p_91683,7
p_52415,p_58654,51
p_52415,p_89939,15
p_52416,p_60765,69
p_52417,p_97450,13
p_52418,p_56496,47
p_52420,p_90717,80
p_52421,p_73768,7
p_52422,p_88842,16
p_52423,p_97431,69
p_52424,p_64592,78
p_52425,p_54149,22
p_52425,p_78484,67
p_52426,p_80317,42
p_52427,p_64304,27
p_52430,p_56614,47
p_52431,p_71101,15
p_52431,p_97657,68
p_52434,p_74215,41
p_52435,p_55335,97
p_52436,p_57513,84
p_52436,p_82854,43
p_52438,p_94133,46
p_52442,p_73093,1
p_52443,p_98290,14
p_52444,p_84091,33
p_52445,p_77895,35
p_52445,p_81393,23
p_52446,p_80666,75
p_52446,p_99865,9
p_52447,p_53289,61
p_52447,p_87242,4
p_52449,p_71466,53
p_52450,p_77548,88
p_52452,p_96004,11
p_52458,p_83171,7
p_52458,p_98570,65
p_52459,p_81209,5
p_52460,p_74030,89
p_52461,p_76797,61
p_52461,p_94620,63
p_52462,p_91991,64
p_52465,p_75125,0
p_52466,p_86583,0
p_52467,p_61245,63
p_52468,p_97721,71
p_52470,p_55158,9
p_52474,p_64502,34
p_52476,p_75699,51
p_52476,p_99880,92
p_52477,p_94578,54
p_52478,p_70664,17
p_52479,p_54283,8
p_52483,p_62465,77
p_52484,p_98718,0
p_52485,p_71022,2
p_52487,p_97912,57
p_52490,p_75173,63
p_52491,p_92063,9
p_52494,p_95782,0
p_52495,p_82599,31
p_52498,p_97714,85
p_52500,p_90921,47
p_52500,p_93284,0
p_52501,p_54991,41
p_52501,p_89255,33
p_52502,p_60722,79
p_52502,p_61970,7
p_52504,p_58316,40
p_52505,p_69108,20
p_52506,p_75051,2
p_52507,p_66901,65
p_52507,p_79480,69
p_52508,p_66459,27
p_52508,p_97101,53
p_52509,p_57102,51
p_52509,p_97184,2
p_52511,p_65295,38
p_52512,p_55558,38
p_52512,p_82243,9
p_52514,p_55015,0
p_52515,p_97756,3
p_52516,p_74704,18
p_52517,p_60714,78
p_52517,p_82075,55
p_52518,p_89590,9
p_52518,p_94507,11
p_52520,p_56176,62
p_52520,p_73706,0
p_52521,p_63066,77
p_52521,p_79503,56
p_52522,p_80353,42
p_52523,p_72405,13
p_52524,p_90413,95
p_52527,p_95039,69
p_52529,p_56824,0
p_52531,p_60310,0
p_52531,p_63992,15
p_52532,p_81394,67
p_52533,p_72034,40
p_52534,p_89679,98
p_52536,p_92550,45
p_52539,p_87682,69
p_52542,p_98232,15
p_52543,p_94967,84
p_52544,p_59710,64
p_52545,p_97878,82
p_52545,p_99849,98
p_52546,p_87760,29
p_52548,p_54396,16
p_52548,p_57804,74
p_52549,p_84120,77
p_52549,p_85365,0
p_52550,p_60991,22
p_52550,p_95625,88
p_52552,p_61623,77
p_52552,p_84393,26
p_52553,p_59960,4
p_52555,p_91250,16
p_52556,p_57361,0
p_52556,p_86073,37
p_52557,p_65117,46
p_52558,p_88245,30
p_52559,p_79748,0
p_52562,p_94136,63
p_52562,p_99414,21
p_52563,p_76187,94
p_52564,p_75029,53
p_52566,p_89584,60
p_52568,p_79069,55
p_52570,p_71017,31
p_52570,p_91116,0
p_52571,p_82516,40
p_52571,p_90252,6
p_52572,p_77546,41
p_52572,p_92919,97
p_52574,p_84317,72
p_52575,p_79601,55
p_52576,p_81162,95
p_52578,p_57858,97
p_52581,p_98319,93
p_52585,p_64733,25
p_52586,p_80838,11
p_52589,p_83803,67
p_52591,p_78360,36
p_52592,p_81244,91
p_52595,p_58261,98
p_52596,p_88574,89
p_52600,p_58136,8
p_52600,p_61683,0
p_52601,p_85174,8
p_52602,p_82502,49
p_52603,p_84595,46
p_52606,p_69339,4
p_52607,p_61278,12
p_52608,p_54030,0
p_52609,p_64766,14
p_52611,p_74082,40
p_52613,p_69322,0
p_52614,p_54813,3
p_52615,p_91100,0
p_52619,p_54905,50
p_52619,p_80837,0
p_52620,p_59775,61
p_52621,p_67601,51
p_52622,p_73078,17
p_52623,p_55802,46
p_52623,p_96577,9
p_52624,p_58197,0
p_52625,p_88892,23
p_52626,p_85241,13
p_52627,p_91596,99
p_52629,p_72866,24
p_52630,p_56981,5
p_52631,p_69080,9
p_52632,p_85284,87
p_52632,p_94453,10
p_52633,p_56006,99
p_52636,p_72384,17
p_52637,p_87813,26
p_52638,p_71355,48
p_52639,p_72850,45
p_52639,p_82177,15
p_52640,p_86638,82
p_52641,p_85599,59
p_52642,p_92360,96
p_52643,p_74482,94
p_52643,p_77648,68
p_52645,p_71081,66
p_52645,p_77354,93
p_52648,p_66562,28
p_52648,p_86815,93
p_52650,p_53900,55
p_52651,p_85508,60
p_52652,p_78807,44
p_52654,p_87076,45
p_52655,p_53547,21
p_52659,p_75106,89
p_52660,p_73480,60
p_52661,p_74153,0
p_52661,p_81624,3
p_52665,p_93879,84
p_52666,p_68637,38
p_52667,p_65212,81
p_52668,p_60985,76
p_52671,p_84785,27
p_52676,p_62435,85
p_52679,p_78271,40
p_52680,p_67519,38
p_52681,p_87407,0
p_52682,p_56800,41
p_52682,p_69301,31
p_52683,p_65004,0
p_52686,p_78218,57
p_52688,p_97961,8
p_52691,p_92928,43
p_52691,p_96921,0
p_52692,p_80220,18
p_52695,p_74820,94
p_52698,p_75485,20
p_52699,p_90775,17
p_52700,p_72031,0
p_52701,p_68104,13
p_52701,p_89990,24
p_52702,p_59982,61
p_52702,p_98751,8
p_52704,p_92116,14
p_52705,p_86449,44
p_52707,p_55318,8
p_52709,p_77173,6
p_52710,p_73605,31
p_52710,p_93065,25
p_52711,p_75909,44
p_52711,p_83996,69
p_52712,p_99538,10
p_52713,p_89611,92
p_52714,p_91245,24
p_52715,p_73554,42
p_52715,p_96040,0
p_52717,p_75581,36
p_52717,p_75611,37
p_52718,p_73532,43
p_52718,p_95652,39
p_52721,p_76807,78
p_52721,p_96241,56
p_52723,p_88868,56
p_52724,p_72791,14
p_52726,p_94363,10
p_52727,p_75869,19
p_52728,p_82865,21
p_52729,p_70856,56
p_52730,p_73115,52
p_52731,p_58138,87
p_52731,p_63446,57
p_52732,p_54273,3
p_52733,p_86904,74
p_52735,p_90732,71
p_52738,p_55208,15
p_52739,p_53128,44
p_52741,p_68302,70
p_52741,p_91956,6
p_52742,p_85671,58
p_52744,p_75494,49
p_52744,p_92137,61
p_52746,p_93818,68
p_52748,p_82690,9
p_52750,p_96399,95
p_52752,p_81980,6
p_52752,p_90069,66
p_52753,p_61475,15
p_52754,p_79100,99
p_52756,p_66241,0
p_52765,p_62248,61
p_52765,p_93790,0
p_52766,p_92976,2
p_52767,p_64771,68
p_52768,p_93606,62
p_52769,p_53541,6
p_52770,p_75518,83
p_52771,p_73745,32
p_52772,p_83845,38
p_52772,p_92085,56
p_52774,p_70904,48
p_52775,p_61276,24
p_52775,p_66547,44
p_52776,p_99189,0
p_52777,p_59327,1
p_52778,p_75259,90
p_52780,p_72589,53
p_52781,p_68427,21
p_52786,p_54322,76
p_52787,p_55623,45
p_52787,p_87064,0
p_52788,p_97028,69
p_52788,p_99588,32
p_52791,p_57408,27
p_52792,p_57186,61
p_52793,p_63997,0
p_52794,p_85874,7
p_52794,p_91508,75
p_52797,p_86880,80
p_52798,p_99132,9
p_52799,p_78858,30
p_52799,p_96736,51
p_52801,p_88974,32
p_52803,p_62963,17
p_52803,p_81118,43
p_52804,p_69316,26
p_52805,p_88074,0
p_52807,p_85593,89
p_52807,p_89674,2
p_52808,p_59724,69
p_52811,p_60868,1
p_52812,p_56740,6
p_52813,p_61611,0
p_52813,p_84993,57
p_52814,p_84724,70
p_52814,p_93159,8
p_52816,p_62946,3
p_52818,p_59587,82
p_52819,p_58533,48
p_52820,p_63992,9
p_52823,p_66653,7
p_52825,p_57147,80
p_52826,p_75293,21
p_52827,p_59922,6
p_52827,p_95031,59
p_52830,p_93745,50
p_52833,p_98691,0
p_52834,p_77978,61
p_52836,p_66504,26
p_52838,p_99158,60
p_52839,p_65759,8
p_52841,p_54551,49
p_52842,p_96382,3
p_52843,p_93022,82
p_52847,p_56907,60
p_52848,p_52946,68
p_52849,p_84744,62
p_52849,p_95571,41
p_52855,p_84065,73
p_52856,p_77110,56
p_52857,p_77931,44
p_52858,p_63786,82
p_52858,p_78706,84
p_52859,p_69380,51
p_52860,p_64197,90
p_52860,p_67467,61
p_52861,p_62287,8
p_52864,p_61563,47
p_52865,p_89228,38
p_52867,p_61110,8
p_52867,p_99106,83
p_52868,p_83013,72
p_52868,p_93064,90
p_52869,p_64627,89
p_52869,p_66221,9
p_52870,p_95410,0
p_52872,p_94910,8
p_52873,p_53460,0
p_52873,p_56358,81
p_52874,p_64333,0
p_52876,p_77244,51
p_52877,p_78772,58
p_52878,p_68765,92
p_52879,p_96069,34
p_52881,p_68599,0
p_52885,p_62567,4
p_52885,p_67037,24
p_52886,p_92470,0
p_52887,p_88800,83
p_52888,p_74766,40
p_52891,p_78926,52
p_52892,p_53542,62
p_52892,p_72226,8
p_52893,p_65145,21
p_52893,p_80622,94
p_52894,p_95832,28
p_52895,p_95745,44
p_52896,p_66579,0
p_52896,p_73319,52
p_52897,p_72393,9
p_52899,p_69127,74
p_52900,p_55126,0
p_52902,p_66972,62
p_52903,p_67440,59
p_52904,p_70813,0
p_52905,p_77472,89
p_52906,p_62866,43
p_52907,p_63644,57
p_52908,p_59744,40
p_52908,p_86339,31
p_52910,p_91313,8
p_52914,p_82656,45
p_52914,p_92181,92
p_52915,p_56741,60
p_52917,p_70975,78
p_52918,p_83285,67
p_52920,p_78866,14
p_52923,p_69535,69
p_52924,p_56127,39
p_52924,p_63354,93
p_52925,p_92660,58
p_52926,p_64600,80
p_52927,p_61590,12
p_52928,p_84934,73
p_52928,p_88798,59
p_52929,p_86365,8
p_52931,p_57027,5
p_52931,p_72723,6
p_52932,p_80006,88
p_52933,p_58844,10
p_52934,p_74908,52
p_52935,p_68733,91
p_52935,p_73359,36
p_52936,p_91356,45
p_52937,p_53271,16
p_52937,p_84367,0
p_52939,p_68406,23
p_52942,p_70465,86
p_52943,p_56802,97
p_52943,p_99725,80
p_52945,p_79380,38
p_52947,p_76316,71
p_52949,p_63594,50
p_52951,p_99013,67
p_52952,p_60885,0
p_52953,p_70078,71
p_52953,p_86461,22
p_52954,p_69769,71
p_52955,p_83972,14
p_52957,p_60298,49
p_52957,p_64488,8
p_52959,p_67998,49
p_52967,p_66140,96
p_52967,p_88311,0
p_52968,p_87902,80
p_52969,p_93888,35
p_52970,p_79405,9
p_52972,p_79636,6
p_52972,p_99123,16
p_52977,p_55814,97
p_52978,p_92350,0
p_52979,p_68369,81
p_52980,p_79836,41
p_52981,p_74018,55
p_52983,p_81142,1
p_52983,p_88098,8
p_52985,p_92879,0
p_52987,p_88872,39
p_52988,p_70812,15
p_52991,p_61777,1
p_52994,p_75840,1
p_52994,p_86081,72
p_52995,p_60451,76
p_52995,p_85285,88
p_52996,p_97027,22
p_52998,p_90268,62
p_52999,p_61926,75
p_52999,p_95389,45
p_53001,p_53531,67
p_53004,p_65240,78
p_53005,p_93893,3
p_53006,p_67540,9
p_53006,p_87421,79
p_53007,p_67987,4
p_53007,p_68498,98
p_53008,p_53514,46
p_53008,p_82375,67
p_53009,p_54991,12
p_53010,p_86347,29
p_53011,p_61955,32
p_53011,p_99293,50
p_53012,p_87473,0
p_53014,p_99044,54
p_53015,p_56282,71
p_53017,p_65583,4
p_53018,p_98022,25
p_53019,p_66208,66
p_53020,p_85532,24
p_53022,p_89932,67
p_53024,p_65609,5
p_53025,p_53178,53
p_53026,p_94770,16
p_53030,p_75225,34
p_53031,p_56166,7
p_53033,p_82160,81
p_53035,p_64518,75
p_53036,p_69910,97
p_53036,p_91563,56
p_53039,p_68207,2
p_53041,p_83355,38
p_53041,p_85169,56
p_53043,p_61185,42
p_53043,p_94794,18
p_53044,p_66302,99
p_53046,p_76899,5
p_53046,p_87140,4
p_53047,p_58478,77
p_53048,p_86095,0
p_53049,p_91297,78
p_53050,p_92744,8
p_53051,p_79783,53
p_53051,p_93103,75
p_53052,p_81068,56
p_53053,p_56343,92
p_53054,p_60710,47
p_53055,p_78312,19
p_53055,p_95417,71
p_53056,p_95674,91
p_53057,p_98232,64
p_53058,p_80927,10
p_53060,p_79227,64
p_53060,p_90914,93
p_53062,p_99799,9
p_53063,p_65455,40
p_53064,p_69715,90
p_53064,p_79657,77
p_53066,p_61282,38
p_53066,p_67085,24
p_53069,p_68619,63
p_53072,p_80954,6
p_53075,p_76340,0
p_53076,p_55590,1
p_53076,p_63062,36
p_53081,p_73819,16
p_53081,p_74663,7
p_53083,p_66933,70
p_53086,p_78150,99
p_53088,p_71059,89
p_53089,p_95943,59
p_53089,p_99072,34
p_53090,p_56887,39
p_53090,p_59108,7
p_53092,p_78656,0
p_53094,p_74430,27
p_53094,p_74841,66
p_53095,p_71171,90
p_53095,p_82901,10
p_53096,p_63012,34
p_53097,p_58815,33
p_53097,p_72211,75
p_53098,p_63835,13
p_53098,p_89087,0
p_53099,p_68146,9
p_53099,p_85382,0
p_53100,p_53664,41
p_53102,p_59508,68
p_53102,p_81818,0
p_53105,p_86044,88
p_53107,p_91982,64
p_53108,p_71507,68
p_53108,p_79689,32
p_53110,p_91584,61
p_53111,p_71127,19
p_53112,p_76136,56
p_53112,p_84408,1
p_53114,p_72893,33
p_53115,p_62874,48
p_53116,p_63861,8
p_53117,p_63615,86
p_53118,p_94224,78
p_53119,p_66511,55
p_53124,p_72565,25
p_53126,p_69788,22
p_53129,p_61759,60
p_53132,p_69925,29
p_53132,p_82265,74
p_53135,p_82983,69
p_53136,p_91288,37
p_53138,p_78419,87
p_53142,p_80115,78
p_53143,p_94080,23
p_53144,p_68557,5
p_53144,p_93051,45
p_53145,p_72338,2
p_53145,p_72377,0
p_53146,p_64950,47
p_53148,p_67156,0
p_53149,p_62381,93
p_53150,p_73132,0
p_53151,p_73154,48
p_53152,p_68443,16
p_53154,p_64236,7
p_53155,p_67800,79
p_53157,p_70034,34
p_53159,p_97708,56
p_53161,p_65971,63
p_53163,p_59228,69
p_53164,p_82804,68
p_53166,p_56035,18
p_53167,p_95670,60
p_53168,p_69830,77
p_53169,p_70109,0
p_53169,p_87661,73
p_53170,p_88924,26
p_53171,p_66727,62
p_53172,p_61133,9
p_53176,p_71538,61
p_53177,p_58231,94
p_53178,p_57865,42
p_53179,p_59101,17
p_53180,p_87155,7
p_53184,p_66981,70
p_53185,p_71103,44
p_53187,p_65499,0
p_53190,p_53205,93
p_53191,p_53306,34
p_53191,p_80924,74
p_53192,p_67004,62
p_53193,p_77616,96
p_53193,p_86374,20
p_53195,p_85591,76
p_53197,p_58284,1
p_53198,p_89126,84
p_53200,p_78711,99
p_53200,p_81156,0
p_53203,p_76063,37
p_53204,p_92453,56
p_53206,p_87540,7
p_53208,p_60503,0
p_53209,p_79557,34
p_53210,p_74955,75
p_53211,p_55492,2
p_53211,p_84596,11
p_53212,p_73083,6
p_53213,p_96713,10
p_53215,p_94731,89
p_53216,p_73288,86
p_53216,p_88462,11
p_53217,p_99729,65
p_53220,p_58865,72
p_53220,p_83883,57
p_53221,p_60081,43
p_53221,p_81820,69
p_53222,p_63701,45
p_53222,p_75919,40
p_53223,p_78643,24
p_53225,p_61838,23
p_53226,p_63853,94
p_53230,p_93368,0
p_53230,p_98919,70
p_53231,p_57468,43
p_53231,p_67338,83
p_53233,p_74852,23
p_53234,p_58497,3
p_53238,p_85393,94
p_53240,p_97240,87
p_53241,p_81895,93
p_53242,p_79448,98
p_53242,p_98475,0
p_53243,p_95950,81
p_53245,p_55508,16
p_53245,p_93413,73
p_53247,p_88304,17
p_53247,p_91487,43
p_53248,p_56769,89
p_53250,p_63957,83
p_53252,p_70110,75
p_53253,p_57445,66
p_53255,p_68977,95
p_53257,p_68127,0
p_53257,p_73262,82
p_53258,p_55007,0
p_53260,p_67876,89
p_53261,p_96277,78
p_53263,p_78074,12
p_53264,p_82160,31
p_53265,p_78382,4
p_53265,p_81546,1
p_53267,p_75621,19
p_53271,p_89836,64
p_53274,p_79561,48
p_53275,p_76363,5
p_53276,p_71979,12
p_53278,p_76391,9
p_53279,p_67276,0
p_53283,p_67106,70
p_53285,p_55367,50
p_53287,p_53999,42
p_53287,p_92409,41
p_53288,p_83387,92
p_53289,p_99445,0
p_53290,p_74329,0
p_53291,p_54101,3
p_53295,p_73782,60
p_53296,p_58898,56
p_53296,p_65578,8
p_53298,p_95775,52
p_53299,p_65830,39
p_53303,p_73330,0
p_53303,p_97470,6
p_53304,p_75063,92
p_53309,p_95596,0
p_53310,p_84821,58
p_53312,p_90722,71
p_53314,p_84957,41
p_53317,p_82549,30
p_53317,p_98765,66
p_53318,p_54015,77
p_53318,p_60998,29
p_53320,p_68085,75
p_53325,p_67771,2
p_53326,p_66886,98
p_53327,p_91829,0
p_53328,p_67250,9
p_53329,p_57830,41
p_53329,p_68621,37
p_53330,p_94705,66
p_53331,p_96197,40
p_53332,p_65018,35
p_53332,p_79383,6
p_53334,p_72136,0
p_53336,p_62823,0
p_53336,p_99333,0
p_53337,p_84601,5
p_53337,p_93341,9
p_53338,p_95996,87
p_53339,p_81646,55
p_53340,p_69930,30
p_53340,p_85356,0
p_53341,p_58558,45
p_53343,p_92519,4
p_53344,p_76638,51
p_53344,p_95887,60
p_53345,p_59795,6
p_53346,p_63734,5
p_53347,p_63390,4
p_53348,p_94004,23
p_53349,p_76273,5
p_53350,p_59044,7
p_53350,p_82777,8
p_53351,p_81385,53
p_53352,p_56964,50
p_53352,p_71918,55
p_53354,p_61999,3
p_53355,p_98396,0
p_53356,p_59539,0
p_53356,p_78692,52
p_53357,p_54249,29
p_53357,p_79082,84
p_53358,p_64313,1
p_53359,p_98529,21
p_53360,p_76395,3
p_53362,p_74171,62
p_53363,p_66968,3
p_53364,p_93404,17
p_53366,p_89069,1
p_53366,p_90244,4
p_53367,p_74908,62
p_53373,p_75130,29
p_53376,p_61651,21
p_53379,p_73821,52
p_53379,p_73827,51
p_53380,p_73073,34
p_53382,p_74307,67
p_53383,p_97210,59
p_53384,p_54033,56
p_53386,p_70596,38
p_53386,p_93310,66
p_53387,p_76095,81
p_53388,p_60135,43
p_53389,p_92388,0
p_53390,p_78383,46
p_53392,p_96536,63
p_53393,p_95647,50
p_53394,p_67349,0
p_53396,p_55169,81
p_53396,p_60879,59
p_53397,p_60211,69
p_53397,p_86494,47
p_53398,p_71779,63
p_53400,p_55901,77
p_53401,p_63706,69
p_53401,p_66551,27
p_53402,p_72375,43
p_53404,p_54789,56
p_53404,p_98869,47
p_53405,p_78467,0
p_53406,p_93674,10
p_53407,p_96347,63
p_53408,p_69760,2
p_53410,p_84285,73
p_53413,p_60772,74
p_53413,p_74798,3
p_53415,p_98362,0
p_53415,p_99396,79
p_53416,p_89846,36
p_53417,p_67923,77
p_53417,p_88163,16
p_53418,p_86766,0
p_53419,p_74685,11
p_53421,p_64585,0
p_53422,p_93117,11
p_53423,p_63881,14
p_53425,p_64537,69
p_53427,p_55096,67
p_53427,p_95909,33
p_53429,p_76824,20
p_53429,p_85601,6
p_53431,p_96255,95
p_53432,p_79685,37
p_53434,p_69113,80
p_53435,p_71657,58
p_53436,p_69158,3
p_53437,p_91025,0
p_53438,p_63948,40
p_53438,p_91406,2
p_53441,p_68337,76
p_53441,p_71545,3
p_53443,p_57121,3
p_53444,p_81170,3
p_53445,p_58260,5
p_53445,p_89571,61
p_53447,p_82897,64
p_53447,p_97520,25
p_53448,p_91571,72
p_53448,p_97771,81
p_53449,p_86389,66
p_53450,p_69975,24
p_53452,p_60637,11
p_53453,p_62520,37
p_53454,p_73620,0
p_53454,p_98745,7
p_53456,p_70843,0
p_53459,p_57879,81
p_53461,p_82661,25
p_53463,p_66779,0
p_53466,p_95288,0
p_53467,p_75391,46
p_53468,p_67717,58
p_53469,p_54792,84
p_53470,p_64392,22
p_53472,p_87216,45
p_53473,p_86338,0
p_53474,p_90381,24
p_53475,p_75770,8
p_53476,p_98432,10
p_53482,p_83428,4
p_53483,p_98375,47
p_53485,p_54138,60
p_53486,p_79883,52
p_53486,p_95015,19
p_53487,p_54939,51
p_53488,p_80972,0
p_53489,p_63598,96
p_53491,p_56410,70
p_53491,p_57577,0
p_53492,p_97350,78
p_53494,p_71234,0
p_53495,p_92685,24
p_53496,p_77762,1
p_53498,p_93653,1
p_53500,p_72756,19
p_53501,p_85725,2
p_53504,p_71445,0
p_53505,p_69144,17
p_53505,p_82379,19
p_53507,p_57322,58
p_53508,p_56837,62
p_53508,p_96125,0
p_53509,p_73102,80
p_53509,p_87463,46
p_53510,p_94818,51
p_53512,p_87441,8
p_53513,p_54010,11
p_53515,p_68715,16
p_53516,p_73858,53
p_53517,p_84547,41
p_53518,p_87534,16
p_53520,p_83089,3
p_53521,p_62141,18
p_53522,p_84253,60
p_53523,p_89855,80
p_53525,p_61127,16
p_53526,p_60511,57
p_53528,p_69628,82
p_53528,p_76723,82
p_53529,p_55142,26
p_53529,p_97119,64
p_53530,p_95771,33
p_53531,p_74697,31
p_53532,p_58186,27
p_53534,p_78469,0
p_53536,p_88589,92
p_53539,p_87154,60
p_53541,p_83951,56
p_53542,p_64787,50
p_53543,p_98944,0
p_53545,p_75012,54
p_53546,p_98655,5
p_53549,p_54754,17
p_53551,p_58910,62
p_53551,p_87960,2
p_53552,p_85968,48
p_53552,p_88813,13
p_53554,p_55699,9
p_53554,p_94374,20
p_53556,p_72371,36
p_53556,p_97662,68
p_53557,p_58535,9
p_53557,p_85722,7
p_53558,p_80027,55
p_53558,p_84011,50
p_53561,p_85316,44
p_53561,p_97280,57
p_53562,p_61445,25
p_53563,p_60009,82
p_53564,p_69071,36
p_53565,p_62459,54
p_53568,p_87410,40
p_53569,p_58319,7
p_53570,p_84305,72
p_53570,p_93181,45
p_53573,p_61334,40
p_53573,p_75421,40
p_53574,p_80635,30
p_53575,p_55151,34
p_53575,p_74950,61
p_53576,p_88165,53
p_53577,p_76971,2
p_53578,p_54412,84
p_53578,p_69041,7
p_53581,p_61558,43
p_53582,p_62270,0
p_53583,p_79458,73
p_53584,p_83615,79
p_53584,p_84801,28
p_53585,p_61058,85
p_53585,p_97820,76
p_53586,p_78180,14
p_53586,p_93422,8
p_53588,p_63031,39
p_53588,p_68550,61
p_53589,p_69149,0
p_53589,p_78246,42
p_53590,p_62741,80
p_53591,p_56639,50
p_53592,p_74576,30
p_53594,p_66141,42
p_53596,p_68313,23
p_53597,p_59486,67
p_53597,p_72075,4
p_53598,p_70250,75
p_53599,p_55730,1
p_53602,p_95588,0
p_53603,p_72131,86
p_53603,p_85283,32
p_53605,p_91375,0
p_53606,p_97921,44
p_53608,p_76843,8
p_53609,p_67245,30
p_53609,p_68132,45
p_53611,p_54044,0
p_53614,p_67630,6
p_53614,p_71921,79
p_53615,p_93742,87
p_53617,p_94003,98
p_53618,p_74163,25
p_53620,p_63932,65
p_53621,p_89359,85
