src_id,dst_id,corp_id,pn_id,src_work_for_start_time
p_41998,p_59276,co_787,pn_11,2020-04-28
p_41999,p_96395,co_6,pn_93,2019-12-06
p_42002,p_84115,co_8763,pn_2,2021-11-17
p_42004,p_62782,co_813,pn_1,2021-12-25
p_42005,p_55706,co_323,pn_572,2021-09-26
p_42005,p_66748,co_423,pn_25591,2020-03-11
p_42006,p_98982,co_10,pn_87,2021-01-26
p_42008,p_44455,co_938,pn_32697,2021-06-02
p_42009,p_54738,co_1656,pn_50771,2021-01-22
p_42009,p_94677,co_4871,pn_1,2021-06-18
p_42010,p_70955,co_62,pn_66963,2019-12-05
p_42011,p_86242,co_4,pn_71400,2021-11-26
p_42012,p_95842,co_5359,pn_4378,2019-07-20
p_42013,p_52819,co_2126,pn_47119,2022-03-16
p_42013,p_73644,co_8606,pn_31,2020-08-28
p_42014,p_57466,co_1,pn_59,2022-01-04
p_42015,p_48781,co_881,pn_10,2021-07-11
p_42015,p_75450,co_47,pn_1,2021-07-27
p_42016,p_81160,co_3,pn_72451,2021-05-23
p_42016,p_90266,co_7,pn_1,2022-04-29
p_42017,p_62788,co_4038,pn_84352,2022-01-27
p_42017,p_77138,co_9204,pn_814,2021-09-28
p_42018,p_61205,co_1,pn_43121,2021-06-04
p_42019,p_52962,co_222,pn_3,2019-08-21
p_42020,p_86665,co_1,pn_68976,2021-05-31
p_42021,p_93699,co_460,pn_20890,2019-07-21
p_42022,p_43529,co_745,pn_56131,2021-10-02
p_42022,p_62156,co_4993,pn_48,2020-04-30
p_42023,p_82487,co_7959,pn_75,2019-11-14
p_42024,p_47896,co_9201,pn_38231,2019-10-05
p_42025,p_67919,co_1,pn_34479,2021-01-12
p_42026,p_79923,co_7077,pn_25,2020-11-02
p_42026,p_84747,co_89,pn_3135,2021-10-12
p_42028,p_79299,co_797,pn_1975,2021-07-14
p_42029,p_75461,co_1,pn_82480,2021-11-02
p_42029,p_89047,co_3460,pn_354,2019-10-18
p_42031,p_59879,co_8720,pn_1,2021-01-11
p_42031,p_77124,co_1956,pn_9411,2020-01-21
p_42032,p_55877,co_7486,pn_13099,2019-08-24
p_42032,p_88671,co_895,pn_1169,2020-09-02
p_42034,p_65457,co_4879,pn_2,2020-05-14
p_42035,p_64097,co_557,pn_4,2020-12-31
p_42036,p_63746,co_10,pn_1163,2019-12-24
p_42036,p_99705,co_5949,pn_9,2021-12-31
p_42037,p_92054,co_588,pn_6954,2022-02-15
p_42039,p_73784,co_1,pn_59391,2021-07-28
p_42039,p_78366,co_8890,pn_1,2021-11-09
p_42041,p_84056,co_1,pn_912,2020-08-17
p_42042,p_59104,co_6758,pn_6,2019-08-21
p_42043,p_46046,co_507,pn_8543,2022-05-21
p_42043,p_56672,co_6693,pn_3,2021-08-22
p_42044,p_49087,co_56,pn_1,2020-12-16
p_42044,p_49223,co_5184,pn_74404,2020-05-18
p_42045,p_51726,co_4554,pn_10,2022-04-26
p_42046,p_84553,co_928,pn_166,2021-12-18
p_42046,p_86378,co_1113,pn_33543,2021-11-22
p_42048,p_54699,co_1,pn_37666,2021-06-09
p_42051,p_78375,co_5769,pn_7778,2020-09-19
p_42052,p_83736,co_270,pn_58862,2020-02-17
p_42053,p_52239,co_979,pn_9091,2020-11-15
p_42055,p_44998,co_397,pn_53288,2022-04-19
p_42055,p_54687,co_1,pn_23903,2019-10-14
p_42056,p_69245,co_989,pn_1,2022-01-15
p_42057,p_52353,co_5659,pn_1,2021-04-29
p_42058,p_50783,co_1,pn_5,2020-02-20
p_42058,p_99742,co_5196,pn_68544,2022-04-13
p_42060,p_76454,co_51,pn_66103,2019-07-08
p_42060,p_76639,co_7173,pn_8,2021-06-16
p_42061,p_71782,co_2,pn_9305,2021-07-29
p_42062,p_63713,co_1,pn_10,2019-07-18
p_42063,p_76042,co_1442,pn_47,2022-02-06
p_42063,p_76538,co_2623,pn_85998,2021-06-12
p_42064,p_79643,co_708,pn_65843,2021-05-12
p_42064,p_97931,co_3046,pn_21038,2021-05-30
p_42065,p_79277,co_334,pn_88,2021-04-09
p_42066,p_72381,co_1,pn_49,2020-12-03
p_42067,p_78334,co_522,pn_59103,2021-07-31
p_42069,p_59747,co_74,pn_6200,2020-11-07
p_42069,p_94239,co_6394,pn_42755,2020-06-07
p_42070,p_70963,co_69,pn_9849,2022-03-09
p_42072,p_69718,co_1181,pn_57339,2022-02-08
p_42075,p_98624,co_5939,pn_61,2019-08-08
p_42077,p_89608,co_774,pn_836,2021-03-02
p_42078,p_55150,co_2851,pn_59540,2020-04-19
p_42080,p_82164,co_4646,pn_10,2020-05-20
p_42081,p_52768,co_6573,pn_1,2022-03-12
p_42082,p_98047,co_10,pn_42815,2019-09-07
p_42083,p_64541,co_3510,pn_991,2020-12-18
p_42083,p_86016,co_723,pn_55,2020-02-16
p_42084,p_66563,co_7312,pn_65,2021-07-07
p_42084,p_93523,co_2784,pn_9237,2020-11-12
p_42085,p_79219,co_39,pn_18408,2020-06-03
p_42085,p_99968,co_1,pn_5,2019-12-05
p_42086,p_64522,co_61,pn_22070,2022-03-15
p_42087,p_85558,co_10,pn_75480,2020-06-15
p_42088,p_58373,co_100,pn_47,2021-10-16
p_42088,p_72375,co_1,pn_214,2019-08-25
p_42089,p_65973,co_6,pn_18700,2021-08-03
p_42089,p_98212,co_993,pn_9778,2019-11-20
p_42090,p_81053,co_5,pn_52,2022-03-22
p_42091,p_46875,co_985,pn_15477,2021-08-29
p_42092,p_72876,co_1789,pn_55209,2021-05-31
p_42092,p_98770,co_1440,pn_34293,2020-09-24
p_42094,p_54922,co_3384,pn_76016,2020-03-20
p_42094,p_93747,co_1,pn_82164,2021-01-13
p_42095,p_59178,co_74,pn_72198,2020-07-22
p_42096,p_94275,co_10,pn_7,2019-10-08
p_42097,p_43552,co_168,pn_34,2021-06-06
p_42098,p_88571,co_597,pn_36541,2022-05-27
p_42100,p_44139,co_7678,pn_1687,2019-11-17
p_42101,p_95291,co_1,pn_2330,2020-11-19
p_42102,p_90602,co_7438,pn_1,2022-01-21
p_42103,p_95650,co_6304,pn_564,2020-10-13
p_42104,p_65943,co_465,pn_71245,2021-08-12
p_42104,p_78078,co_3214,pn_28532,2021-12-11
p_42105,p_60385,co_6309,pn_30828,2021-12-19
p_42105,p_95365,co_7502,pn_49027,2019-07-17
p_42107,p_42245,co_351,pn_4345,2020-07-04
p_42107,p_50092,co_4133,pn_3,2020-06-09
p_42108,p_99743,co_1203,pn_81263,2019-11-05
p_42110,p_77029,co_1067,pn_4431,2020-11-16
p_42110,p_94878,co_7399,pn_1,2020-08-30
p_42111,p_88309,co_712,pn_13422,2019-11-07
p_42112,p_46965,co_1,pn_74843,2020-11-02
p_42113,p_68357,co_2,pn_42513,2021-08-21
p_42114,p_74140,co_1942,pn_9522,2021-08-27
p_42115,p_89621,co_1673,pn_35046,2021-07-07
p_42116,p_69286,co_79,pn_3830,2019-11-10
p_42118,p_83684,co_362,pn_7,2020-04-24
p_42118,p_97006,co_59,pn_1,2021-03-17
p_42119,p_76245,co_3,pn_276,2020-01-19
p_42120,p_70105,co_1015,pn_38376,2020-04-24
p_42120,p_79495,co_3000,pn_4325,2020-09-26
p_42121,p_46985,co_7947,pn_5366,2019-09-06
p_42121,p_92586,co_8,pn_1,2020-06-24
p_42122,p_89329,co_1,pn_71182,2022-03-08
p_42122,p_91814,co_1,pn_76790,2022-05-23
p_42123,p_45237,co_5597,pn_237,2020-07-10
p_42124,p_99468,co_7684,pn_72170,2019-08-08
p_42125,p_46200,co_77,pn_8,2021-11-28
p_42127,p_50610,co_3,pn_66311,2021-10-31
p_42127,p_51316,co_7968,pn_73335,2021-03-12
p_42128,p_89274,co_5667,pn_17259,2019-11-23
p_42128,p_95962,co_1,pn_8,2019-08-17
p_42129,p_83231,co_1,pn_48,2019-08-05
p_42130,p_56939,co_4528,pn_67473,2021-03-04
p_42131,p_76252,co_65,pn_22819,2020-05-28
p_42132,p_65259,co_4353,pn_88518,2021-12-15
p_42133,p_67952,co_491,pn_44,2021-12-08
p_42135,p_83710,co_4,pn_1,2020-04-24
p_42135,p_86640,co_91,pn_78143,2021-02-08
p_42138,p_70390,co_498,pn_6084,2019-08-02
p_42141,p_84760,co_240,pn_484,2022-05-18
p_42142,p_57042,co_332,pn_94,2019-08-20
p_42142,p_59473,co_386,pn_833,2020-12-17
p_42143,p_99338,co_5310,pn_18776,2020-02-07
p_42144,p_62623,co_117,pn_63518,2020-11-01
p_42146,p_57306,co_6778,pn_739,2019-10-03
p_42147,p_96963,co_1,pn_1246,2021-03-04
p_42148,p_63255,co_8888,pn_16920,2022-03-25
p_42148,p_97721,co_5620,pn_544,2020-12-04
p_42149,p_69103,co_92,pn_26302,2021-06-08
p_42150,p_79408,co_72,pn_79774,2021-10-02
p_42150,p_94093,co_4,pn_7732,2020-09-26
p_42151,p_74474,co_1784,pn_7168,2021-10-11
p_42152,p_64987,co_1007,pn_4689,2021-03-03
p_42152,p_68326,co_2,pn_72197,2022-03-19
p_42153,p_92166,co_6,pn_17466,2021-05-21
p_42154,p_44130,co_8306,pn_4821,2021-02-23
p_42154,p_94625,co_1059,pn_1,2020-12-12
p_42155,p_78155,co_9422,pn_382,2020-02-26
p_42157,p_43447,co_7911,pn_1,2021-12-27
p_42158,p_68941,co_9159,pn_74338,2022-01-01
p_42158,p_95107,co_3529,pn_8,2020-08-22
p_42159,p_70591,co_1,pn_2,2020-09-30
p_42160,p_46365,co_545,pn_87357,2020-11-02
p_42160,p_49771,co_6455,pn_42460,2020-07-08
p_42161,p_90104,co_90,pn_1070,2021-06-21
p_42162,p_82912,co_4,pn_8739,2019-10-16
p_42163,p_72259,co_4962,pn_39667,2021-10-15
p_42165,p_55060,co_3661,pn_1,2020-04-12
p_42165,p_62434,co_794,pn_80,2019-08-08
p_42166,p_47048,co_656,pn_55,2022-03-16
p_42167,p_55429,co_1,pn_43065,2022-02-18
p_42168,p_50621,co_8050,pn_90,2020-11-28
p_42171,p_72060,co_4,pn_1546,2021-09-16
p_42172,p_79790,co_6316,pn_65952,2021-05-15
p_42172,p_86534,co_3746,pn_1,2021-11-16
p_42174,p_81167,co_5978,pn_8797,2021-05-09
p_42174,p_91579,co_98,pn_3,2022-06-27
p_42175,p_48201,co_2126,pn_40413,2021-04-21
p_42177,p_73291,co_7331,pn_4,2021-02-14
p_42177,p_91826,co_7071,pn_8103,2022-05-15
p_42180,p_53312,co_610,pn_79784,2020-10-19
p_42180,p_82540,co_3281,pn_34923,2021-05-02
p_42181,p_86757,co_517,pn_13427,2021-10-31
p_42182,p_47038,co_4,pn_48518,2021-04-28
p_42182,p_61930,co_9,pn_4207,2019-12-25
p_42184,p_56674,co_6716,pn_2212,2019-11-02
p_42184,p_91889,co_8695,pn_11,2020-05-08
p_42186,p_60316,co_120,pn_1,2021-08-19
p_42187,p_65527,co_7524,pn_20073,2022-06-08
p_42188,p_54172,co_6892,pn_86536,2020-05-04
p_42188,p_88769,co_9,pn_185,2019-08-26
p_42189,p_80864,co_9,pn_75101,2021-01-03
p_42190,p_63187,co_51,pn_44757,2019-11-25
p_42191,p_43311,co_7517,pn_33312,2021-10-08
p_42191,p_72166,co_1,pn_4627,2019-09-14
p_42192,p_78344,co_10,pn_393,2021-01-11
p_42193,p_89062,co_7,pn_50710,2020-04-21
p_42193,p_91836,co_8185,pn_65198,2020-07-25
p_42195,p_67534,co_1,pn_41897,2021-12-29
p_42195,p_96077,co_7,pn_2,2022-02-25
p_42196,p_55765,co_7497,pn_34685,2020-06-20
p_42198,p_77503,co_9082,pn_62,2022-03-07
p_42198,p_86320,co_1927,pn_976,2022-01-15
p_42200,p_57151,co_152,pn_24163,2021-08-07
p_42200,p_68410,co_437,pn_76444,2020-07-25
p_42202,p_66406,co_7091,pn_1,2021-10-21
p_42203,p_60962,co_273,pn_5413,2021-05-27
p_42204,p_97401,co_11,pn_27,2020-10-09
p_42205,p_73023,co_2,pn_60800,2020-09-02
p_42206,p_84645,co_7843,pn_35148,2020-12-27
p_42206,p_91010,co_6655,pn_6909,2021-05-15
p_42208,p_72343,co_4790,pn_1,2021-03-27
p_42208,p_75537,co_8625,pn_39450,2022-01-18
p_42209,p_75325,co_4798,pn_750,2020-08-30
p_42209,p_78389,co_1063,pn_837,2021-02-22
p_42211,p_71136,co_763,pn_64919,2022-04-06
p_42211,p_75242,co_3813,pn_902,2020-02-27
p_42213,p_72241,co_94,pn_16393,2021-08-27
p_42213,p_89784,co_426,pn_6684,2020-09-03
p_42214,p_56868,co_7495,pn_67532,2022-04-20
p_42215,p_51459,co_2829,pn_6,2020-02-02
p_42216,p_87060,co_8054,pn_4377,2019-09-29
p_42219,p_49958,co_1,pn_35615,2020-03-23
p_42219,p_62925,co_1,pn_54055,2021-07-03
p_42221,p_49650,co_1,pn_466,2019-07-18
p_42221,p_74327,co_269,pn_271,2020-09-19
p_42222,p_59186,co_8942,pn_19,2021-12-08
p_42222,p_87552,co_4,pn_7,2021-04-05
p_42223,p_47163,co_1009,pn_1,2022-05-04
p_42223,p_76474,co_1,pn_54930,2019-09-22
p_42224,p_54145,co_238,pn_10,2020-06-24
p_42224,p_59028,co_6419,pn_67,2021-04-28
p_42227,p_47476,co_8,pn_68555,2020-07-06
p_42227,p_71618,co_5051,pn_35652,2022-02-01
p_42228,p_51457,co_5773,pn_4231,2019-08-01
p_42228,p_83285,co_539,pn_31558,2022-03-11
p_42229,p_70888,co_77,pn_5176,2019-11-25
p_42231,p_88703,co_4802,pn_18,2021-08-15
p_42231,p_92697,co_717,pn_70605,2020-08-23
p_42232,p_82553,co_1406,pn_31293,2020-02-11
p_42235,p_52209,co_8350,pn_74443,2020-01-29
p_42236,p_61164,co_1,pn_58009,2021-07-22
p_42237,p_51474,co_1510,pn_55,2019-10-05
p_42237,p_54374,co_1,pn_66656,2020-02-16
p_42238,p_67738,co_1596,pn_1145,2021-01-14
p_42240,p_63889,co_6,pn_54356,2020-12-26
p_42242,p_56451,co_3454,pn_312,2020-04-19
p_42242,p_71548,co_6668,pn_53849,2022-05-12
p_42243,p_61005,co_4934,pn_69041,2019-12-20
p_42244,p_69534,co_1301,pn_1,2019-09-14
p_42246,p_90459,co_82,pn_22,2022-05-15
p_42247,p_62131,co_5560,pn_83670,2021-11-19
p_42247,p_97454,co_1351,pn_58668,2021-07-31
p_42248,p_51640,co_8446,pn_855,2020-02-12
p_42250,p_74569,co_7,pn_87004,2019-10-20
p_42252,p_52154,co_6696,pn_53276,2021-12-15
p_42253,p_47825,co_1,pn_80084,2020-04-03
p_42254,p_48201,co_8429,pn_1,2022-05-15
p_42255,p_56460,co_2316,pn_7,2019-11-22
p_42256,p_90185,co_9330,pn_8460,2020-08-03
p_42257,p_80676,co_819,pn_57,2020-06-24
p_42260,p_86952,co_8717,pn_3,2021-02-01
p_42260,p_87817,co_1,pn_55184,2020-12-15
p_42261,p_87158,co_3,pn_39517,2020-01-27
p_42262,p_86245,co_5673,pn_12850,2020-05-11
p_42265,p_55908,co_43,pn_26659,2019-07-01
p_42266,p_49509,co_2603,pn_6,2021-11-11
p_42267,p_85697,co_6803,pn_1,2020-09-17
p_42268,p_58601,co_1,pn_77,2020-07-27
p_42269,p_54338,co_87,pn_50351,2019-09-16
p_42269,p_98420,co_4170,pn_64605,2019-12-19
p_42270,p_69962,co_26,pn_1,2022-02-10
p_42271,p_98459,co_239,pn_5687,2020-12-25
p_42271,p_99998,co_7768,pn_75972,2022-01-25
p_42272,p_43019,co_9,pn_38808,2019-08-09
p_42273,p_50077,co_2655,pn_11729,2020-05-01
p_42275,p_79236,co_4030,pn_167,2021-06-08
p_42277,p_60113,co_5,pn_3248,2019-11-22
p_42277,p_73885,co_947,pn_7,2020-03-09
p_42278,p_84175,co_19,pn_75506,2020-04-04
p_42278,p_99893,co_7122,pn_45718,2020-09-08
p_42279,p_46405,co_6570,pn_8759,2021-10-27
p_42279,p_86868,co_4568,pn_17922,2019-11-02
p_42280,p_73795,co_9,pn_34644,2021-05-16
p_42281,p_70378,co_1931,pn_906,2020-11-20
p_42282,p_68918,co_9,pn_32078,2020-06-22
p_42283,p_74422,co_1,pn_1,2021-11-25
p_42284,p_53826,co_7909,pn_8,2021-05-27
p_42285,p_55530,co_4,pn_1,2020-03-17
p_42287,p_46937,co_3245,pn_8449,2019-09-06
p_42287,p_90571,co_58,pn_67268,2020-11-04
p_42288,p_50358,co_239,pn_173,2021-05-03
p_42290,p_48268,co_6231,pn_3873,2019-07-18
p_42291,p_44601,co_3879,pn_85559,2020-10-22
p_42293,p_56380,co_877,pn_72,2021-05-05
p_42294,p_52889,co_6958,pn_10,2019-11-17
p_42295,p_53626,co_1,pn_88892,2020-06-20
p_42295,p_59623,co_51,pn_72,2020-10-09
p_42296,p_61373,co_8097,pn_47301,2021-01-07
p_42296,p_98850,co_757,pn_73,2021-03-18
p_42297,p_75531,co_5567,pn_2627,2020-03-03
p_42297,p_87748,co_141,pn_10126,2020-12-05
p_42300,p_45760,co_89,pn_53477,2019-09-15
p_42302,p_82989,co_7995,pn_3,2021-05-14
p_42304,p_55343,co_6,pn_67312,2020-01-01
p_42304,p_92598,co_3360,pn_27399,2019-07-21
p_42305,p_96122,co_5801,pn_71106,2022-04-13
p_42309,p_56744,co_3,pn_100,2020-06-25
p_42310,p_96190,co_9,pn_27929,2020-06-10
p_42311,p_82217,co_73,pn_9,2021-01-11
p_42312,p_53969,co_1,pn_275,2021-09-27
p_42312,p_68425,co_5,pn_1,2020-10-18
p_42313,p_64665,co_6205,pn_28397,2020-08-02
p_42314,p_85364,co_1323,pn_967,2019-10-15
p_42315,p_59395,co_1,pn_2,2022-01-15
p_42316,p_58914,co_4267,pn_20920,2021-05-05
p_42317,p_78721,co_1,pn_44100,2019-12-12
p_42318,p_94824,co_3257,pn_72419,2020-11-14
p_42320,p_76611,co_413,pn_43792,2020-01-12
p_42321,p_56660,co_10,pn_964,2020-12-30
p_42322,p_44704,co_6477,pn_6931,2020-08-10
p_42323,p_68779,co_3165,pn_86427,2022-06-21
p_42325,p_97645,co_226,pn_52280,2020-07-11
p_42326,p_78262,co_4302,pn_58375,2020-09-12
p_42327,p_67581,co_142,pn_9,2022-05-15
p_42327,p_93780,co_1,pn_297,2021-06-02
p_42328,p_46828,co_1,pn_51493,2021-12-25
p_42328,p_56886,co_787,pn_75320,2021-10-08
p_42329,p_48748,co_4091,pn_76676,2020-08-14
p_42330,p_96426,co_987,pn_51456,2021-07-15
p_42331,p_70639,co_36,pn_32392,2021-06-03
p_42332,p_84962,co_293,pn_96,2020-04-13
p_42333,p_76977,co_52,pn_34164,2019-11-19
p_42334,p_55719,co_2920,pn_31524,2021-05-08
p_42334,p_66298,co_6810,pn_43297,2021-07-24
p_42335,p_71189,co_3860,pn_1,2020-04-05
p_42336,p_44163,co_75,pn_1,2020-07-19
p_42336,p_63933,co_9,pn_232,2020-04-25
p_42337,p_61816,co_1615,pn_5,2019-09-11
p_42338,p_43014,co_7070,pn_7,2019-08-16
p_42338,p_97465,co_5527,pn_9,2019-11-30
p_42339,p_66451,co_1,pn_9,2020-03-19
p_42340,p_62760,co_752,pn_33200,2021-08-06
p_42342,p_64360,co_905,pn_4,2021-03-14
p_42343,p_49774,co_29,pn_40861,2021-05-08
p_42343,p_85126,co_9382,pn_1,2022-03-02
p_42344,p_93571,co_406,pn_1,2021-06-06
p_42346,p_61418,co_271,pn_6763,2020-05-03
p_42346,p_72977,co_761,pn_28,2020-08-26
p_42347,p_69167,co_6948,pn_5048,2022-03-11
p_42347,p_90530,co_2376,pn_972,2021-04-24
p_42348,p_65944,co_6092,pn_73022,2020-02-29
p_42350,p_95039,co_2098,pn_4827,2021-10-16
p_42351,p_43758,co_77,pn_58,2021-05-21
p_42352,p_73163,co_6956,pn_77,2021-02-10
p_42353,p_69446,co_300,pn_4397,2021-01-01
p_42355,p_53945,co_1,pn_69460,2020-08-03
p_42356,p_77642,co_2418,pn_3,2020-11-26
p_42357,p_99111,co_70,pn_598,2020-06-08
p_42358,p_46868,co_30,pn_83867,2020-08-05
p_42359,p_66058,co_68,pn_66555,2021-05-25
p_42359,p_70759,co_889,pn_9016,2019-09-19
p_42360,p_91335,co_845,pn_39,2021-11-01
p_42361,p_53804,co_6608,pn_6479,2021-12-08
p_42362,p_70499,co_501,pn_77957,2022-05-15
p_42362,p_81183,co_1,pn_4,2020-11-03
p_42364,p_81749,co_2123,pn_72786,2020-08-16
p_42366,p_78880,co_813,pn_6756,2022-05-08
p_42368,p_53244,co_9,pn_58467,2020-02-04
p_42369,p_86360,co_1,pn_5952,2019-07-03
p_42373,p_72305,co_123,pn_658,2021-12-29
p_42373,p_89822,co_5,pn_21409,2020-11-18
p_42374,p_75588,co_53,pn_57,2019-09-15
p_42375,p_64708,co_2745,pn_55950,2022-05-14
p_42376,p_62582,co_7120,pn_767,2020-08-04
p_42376,p_91854,co_1615,pn_822,2019-12-13
p_42377,p_83288,co_124,pn_7,2022-05-07
p_42377,p_90093,co_1884,pn_3,2021-04-08
p_42378,p_71282,co_4806,pn_39,2020-06-18
p_42378,p_71446,co_8200,pn_17404,2021-12-21
p_42379,p_85207,co_4840,pn_1,2021-01-11
p_42381,p_67038,co_3710,pn_72796,2022-01-11
p_42382,p_98307,co_7350,pn_37107,2020-04-22
p_42383,p_54387,co_31,pn_9,2019-09-16
p_42383,p_75108,co_1,pn_49,2020-04-05
p_42385,p_88501,co_7496,pn_94,2021-09-17
p_42387,p_57315,co_1,pn_62,2019-12-30
p_42388,p_51660,co_975,pn_938,2020-03-03
p_42389,p_68893,co_2858,pn_1,2021-06-26
p_42391,p_44875,co_3437,pn_865,2021-10-18
p_42392,p_44217,co_556,pn_72878,2020-08-26
p_42394,p_68452,co_5666,pn_1,2022-05-13
p_42395,p_47775,co_5118,pn_17932,2021-12-28
p_42395,p_92341,co_1,pn_1,2022-01-22
p_42396,p_61156,co_3504,pn_29562,2019-11-20
p_42397,p_50111,co_1,pn_464,2020-03-30
p_42401,p_60851,co_5889,pn_1,2021-07-03
p_42402,p_53647,co_282,pn_4,2021-09-29
p_42402,p_86693,co_1983,pn_86426,2021-10-25
p_42403,p_75743,co_1948,pn_8279,2020-03-28
p_42404,p_63277,co_8414,pn_36838,2021-12-10
p_42405,p_66135,co_100,pn_67780,2019-07-30
p_42407,p_42857,co_2,pn_8638,2021-01-03
p_42408,p_78226,co_64,pn_3349,2021-05-19
p_42409,p_55116,co_1,pn_42,2022-01-05
p_42410,p_77258,co_8796,pn_1,2020-10-08
p_42411,p_64373,co_3966,pn_2052,2020-02-13
p_42412,p_52622,co_13,pn_4948,2020-12-19
p_42412,p_58195,co_6709,pn_83557,2021-08-02
p_42413,p_89680,co_1,pn_6,2021-03-17
p_42414,p_60353,co_6881,pn_409,2020-01-13
p_42414,p_96631,co_6681,pn_676,2022-02-25
p_42416,p_44700,co_1,pn_23808,2020-03-17
p_42416,p_55717,co_9,pn_1,2021-03-25
p_42417,p_75794,co_8099,pn_1,2021-12-10
p_42417,p_91918,co_1,pn_1,2022-03-16
p_42418,p_88556,co_1739,pn_735,2021-05-12
p_42419,p_96718,co_360,pn_1,2021-12-08
p_42421,p_71721,co_530,pn_7,2020-04-03
p_42422,p_77363,co_34,pn_57895,2020-08-30
p_42423,p_90334,co_73,pn_74347,2020-03-03
p_42424,p_58675,co_1481,pn_5766,2021-10-02
p_42425,p_81052,co_1,pn_52,2019-12-26
p_42425,p_95412,co_23,pn_1991,2020-07-15
p_42426,p_81551,co_61,pn_10,2022-01-18
p_42427,p_94308,co_5358,pn_93,2021-07-23
p_42428,p_81226,co_72,pn_44,2022-01-01
p_42429,p_86431,co_70,pn_72098,2020-02-05
p_42430,p_54888,co_2507,pn_15,2020-11-19
p_42430,p_97540,co_1,pn_34567,2022-02-09
p_42432,p_46376,co_6012,pn_34733,2020-04-13
p_42433,p_59171,co_853,pn_36381,2021-04-14
p_42433,p_82700,co_4691,pn_12,2019-12-12
p_42435,p_66201,co_1,pn_60328,2022-03-02
p_42436,p_55254,co_7954,pn_95,2022-02-23
p_42436,p_65194,co_585,pn_10,2020-03-29
p_42438,p_70237,co_7231,pn_529,2021-02-14
p_42439,p_60132,co_69,pn_6567,2021-06-13
p_42440,p_43195,co_1,pn_6941,2022-06-03
p_42442,p_47949,co_851,pn_953,2021-11-22
p_42442,p_97005,co_60,pn_23146,2021-05-29
p_42447,p_96733,co_1851,pn_96,2022-05-10
p_42448,p_84217,co_1,pn_31189,2022-06-06
p_42449,p_61445,co_1,pn_81257,2020-02-25
p_42450,p_70663,co_4796,pn_1,2021-06-14
p_42451,p_62642,co_1,pn_85817,2021-12-15
p_42451,p_82782,co_605,pn_8960,2021-07-31
p_42452,p_74636,co_3263,pn_4636,2019-09-13
p_42453,p_58985,co_9096,pn_3,2019-08-26
p_42455,p_94968,co_1,pn_45620,2022-03-13
p_42456,p_58326,co_698,pn_89,2022-02-11
p_42457,p_73024,co_224,pn_20147,2020-05-21
p_42457,p_85153,co_16,pn_61900,2019-12-20
p_42458,p_58120,co_2639,pn_9,2021-12-20
p_42459,p_65904,co_6251,pn_39151,2019-11-20
p_42460,p_74927,co_3332,pn_188,2022-04-26
p_42463,p_42625,co_3,pn_7358,2020-11-18
p_42463,p_99175,co_1044,pn_4,2020-07-29
p_42464,p_57740,co_646,pn_1,2020-01-06
p_42466,p_78510,co_1,pn_83902,2021-12-29
p_42467,p_90512,co_8952,pn_11927,2019-07-03
p_42468,p_93817,co_5043,pn_71704,2021-08-04
p_42470,p_50484,co_9362,pn_24,2019-07-06
p_42470,p_54685,co_7378,pn_1,2019-12-21
p_42472,p_51335,co_9427,pn_69314,2020-12-24
p_42473,p_95450,co_7711,pn_9817,2021-03-31
p_42475,p_78342,co_1,pn_46821,2020-06-08
p_42477,p_84347,co_1231,pn_74,2022-01-27
p_42478,p_80727,co_5,pn_5190,2022-05-17
p_42479,p_89273,co_1,pn_1,2021-07-26
p_42480,p_44622,co_61,pn_44624,2019-10-17
p_42480,p_73267,co_1745,pn_2142,2021-03-15
p_42481,p_51520,co_608,pn_656,2021-04-29
p_42481,p_98015,co_4,pn_82730,2020-04-07
p_42482,p_57525,co_5587,pn_1,2021-12-05
p_42482,p_67978,co_6539,pn_1,2022-05-21
p_42483,p_47963,co_2969,pn_8409,2021-04-30
p_42483,p_82430,co_5533,pn_85864,2020-08-30
p_42484,p_52516,co_8086,pn_20971,2020-06-28
p_42485,p_59573,co_3919,pn_89478,2022-06-13
p_42486,p_68914,co_1704,pn_11974,2020-11-29
p_42487,p_61663,co_5991,pn_70564,2021-12-31
p_42489,p_68831,co_9275,pn_7084,2021-05-23
p_42490,p_66478,co_2412,pn_72,2020-08-04
p_42490,p_80863,co_103,pn_65096,2021-11-11
p_42491,p_60039,co_1,pn_21,2021-11-11
p_42492,p_53708,co_7296,pn_56151,2020-01-28
p_42492,p_91341,co_2888,pn_44,2019-06-30
p_42493,p_61759,co_953,pn_10,2019-08-01
p_42493,p_78030,co_112,pn_1341,2020-01-30
p_42494,p_82491,co_5,pn_78540,2020-02-11
p_42495,p_57941,co_8984,pn_29193,2021-03-14
p_42495,p_70559,co_2041,pn_1,2019-10-20
p_42496,p_56937,co_5035,pn_28599,2019-09-27
p_42496,p_96863,co_4706,pn_86191,2022-05-17
p_42499,p_59677,co_8113,pn_4261,2022-05-02
p_42501,p_51571,co_147,pn_6,2021-10-25
p_42502,p_71952,co_4617,pn_56517,2021-09-04
p_42502,p_73134,co_7024,pn_4080,2019-11-27
p_42504,p_59142,co_15,pn_80843,2021-04-04
p_42504,p_61638,co_42,pn_1623,2021-01-26
p_42505,p_78113,co_6266,pn_5,2020-06-15
p_42506,p_66000,co_63,pn_33024,2020-07-30
