src_id,dst_id,pn_id
p_768,p_41778,pn_1
p_768,p_50287,pn_1
p_768,p_56140,pn_2716
p_768,p_62983,pn_4891
p_768,p_82271,pn_1099
p_768,p_82553,pn_4172
p_769,p_3040,pn_54
p_769,p_7497,pn_1
p_769,p_22582,pn_231
p_769,p_23466,pn_34
p_769,p_27243,pn_5938
p_769,p_42245,pn_10
p_770,p_21738,pn_389
p_770,p_30671,pn_2032
p_770,p_32853,pn_3648
p_770,p_38551,pn_5463
p_770,p_40197,pn_4293
p_770,p_82809,pn_1795
p_771,p_7025,pn_1784
p_771,p_7684,pn_3158
p_771,p_26474,pn_1
p_771,p_29650,pn_3703
p_771,p_50011,pn_81
p_771,p_72041,pn_10
p_772,p_20927,pn_3531
p_772,p_37451,pn_22
p_772,p_44969,pn_450
p_772,p_52961,pn_652
p_772,p_58899,pn_872
p_772,p_67544,pn_5086
p_773,p_919,pn_5
p_773,p_15797,pn_2370
p_773,p_17468,pn_569
p_773,p_23123,pn_4404
p_773,p_46864,pn_1
p_773,p_47871,pn_2560
p_774,p_15572,pn_2320
p_774,p_33769,pn_2
p_774,p_69452,pn_3606
p_774,p_78828,pn_866
p_774,p_82460,pn_5848
p_774,p_96542,pn_4838
p_775,p_7934,pn_1766
p_775,p_24195,pn_3143
p_775,p_59818,pn_10
p_775,p_67180,pn_8
p_775,p_88374,pn_5740
p_775,p_97089,pn_940
p_776,p_3850,pn_4887
p_776,p_15396,pn_8
p_776,p_26637,pn_2841
p_776,p_36354,pn_2934
p_776,p_56428,pn_88
p_776,p_86567,pn_5501
p_777,p_1470,pn_6
p_777,p_5810,pn_6
p_777,p_7781,pn_3366
p_777,p_14418,pn_3509
p_777,p_16296,pn_5
p_777,p_67308,pn_55
p_778,p_7230,pn_4740
p_778,p_48468,pn_1
p_778,p_58972,pn_677
p_778,p_73017,pn_1
p_778,p_88384,pn_1339
p_778,p_93972,pn_7
p_779,p_5464,pn_3369
p_779,p_6919,pn_1
p_779,p_14472,pn_5270
p_779,p_28503,pn_4591
p_779,p_43687,pn_4746
p_779,p_92195,pn_1
p_780,p_2738,pn_3700
p_780,p_12351,pn_590
p_780,p_35674,pn_1721
p_780,p_38746,pn_441
p_780,p_57217,pn_48
p_780,p_98610,pn_5570
p_781,p_12941,pn_312
p_781,p_26561,pn_100
p_781,p_31214,pn_3097
p_781,p_41249,pn_281
p_781,p_57124,pn_2047
p_781,p_84187,pn_1
p_782,p_1238,pn_1
p_782,p_24803,pn_1
p_782,p_29669,pn_475
p_782,p_43429,pn_4323
p_782,p_69089,pn_2444
p_783,p_3770,pn_91
p_783,p_28349,pn_3645
p_783,p_56658,pn_3685
p_783,p_60687,pn_3255
p_783,p_74575,pn_1
p_783,p_96293,pn_3249
p_784,p_3925,pn_910
p_784,p_7774,pn_1
p_784,p_13873,pn_4019
p_784,p_17055,pn_1245
p_784,p_62086,pn_4301
p_784,p_84438,pn_1
p_785,p_4334,pn_3574
p_785,p_12187,pn_5295
p_785,p_22266,pn_4437
p_785,p_42970,pn_5190
p_785,p_67955,pn_5622
p_785,p_72833,pn_803
p_786,p_17877,pn_4517
p_786,p_22394,pn_10
p_786,p_23022,pn_6
p_786,p_23834,pn_1363
p_786,p_60611,pn_1
p_786,p_85401,pn_4985
p_787,p_1261,pn_1
p_787,p_24267,pn_5367
p_787,p_24406,pn_3876
p_787,p_66264,pn_575
p_787,p_90202,pn_82
p_787,p_94971,pn_1
p_788,p_2755,pn_4459
p_788,p_13120,pn_19
p_788,p_18072,pn_5760
p_788,p_20070,pn_1862
p_788,p_26164,pn_2381
p_788,p_91006,pn_1
p_789,p_39461,pn_939
p_789,p_44826,pn_3772
p_789,p_60390,pn_5
p_789,p_69758,pn_1
p_789,p_75111,pn_7
p_789,p_90995,pn_842
p_790,p_933,pn_433
p_790,p_1246,pn_2978
p_790,p_1811,pn_5
p_790,p_22758,pn_314
p_790,p_29725,pn_516
p_790,p_50048,pn_1
p_791,p_7486,pn_5531
p_791,p_10104,pn_4878
p_791,p_43412,pn_48
p_791,p_57905,pn_3718
p_791,p_64499,pn_450
p_791,p_98807,pn_4347
p_792,p_13660,pn_3400
p_792,p_33549,pn_2283
p_792,p_42264,pn_2928
p_792,p_76601,pn_3515
p_792,p_79511,pn_1
p_792,p_85424,pn_7
p_793,p_8348,pn_4679
p_793,p_9400,pn_3537
p_793,p_12521,pn_5434
p_793,p_19559,pn_5121
p_793,p_59147,pn_68
p_793,p_70731,pn_1
p_794,p_1210,pn_3078
p_794,p_9683,pn_4286
p_794,p_14326,pn_1
p_794,p_31085,pn_996
p_794,p_66221,pn_9
p_794,p_75034,pn_1
p_795,p_17301,pn_1513
p_795,p_22937,pn_3033
p_795,p_52433,pn_1
p_795,p_88625,pn_3681
p_795,p_88713,pn_484
p_795,p_92096,pn_2895
p_796,p_6234,pn_8
p_796,p_16485,pn_4837
p_796,p_22488,pn_2155
p_796,p_32447,pn_3999
p_796,p_61491,pn_9
p_796,p_77382,pn_5335
p_797,p_1566,pn_1
p_797,p_2027,pn_3918
p_797,p_7954,pn_4148
p_797,p_8223,pn_2464
p_797,p_37996,pn_935
p_797,p_50739,pn_4249
p_798,p_4226,pn_7
p_798,p_5523,pn_822
p_798,p_11915,pn_292
p_798,p_15483,pn_2987
p_798,p_21021,pn_469
p_798,p_69426,pn_663
p_799,p_18416,pn_5719
p_799,p_23551,pn_2006
p_799,p_31098,pn_2608
p_799,p_32806,pn_4434
p_799,p_57609,pn_4741
p_799,p_76740,pn_4731
p_800,p_1604,pn_3577
p_800,p_5807,pn_2298
p_800,p_46006,pn_1359
p_800,p_56098,pn_700
p_800,p_61644,pn_1372
p_800,p_80428,pn_755
p_801,p_16878,pn_3414
p_801,p_28425,pn_5
p_801,p_36570,pn_3020
p_801,p_51032,pn_5829
p_801,p_84815,pn_4
p_801,p_92754,pn_1
p_802,p_1281,pn_782
p_802,p_15138,pn_5555
p_802,p_17424,pn_1441
p_802,p_25059,pn_1
p_802,p_66991,pn_2707
p_802,p_93164,pn_1
p_803,p_8275,pn_4031
p_803,p_21063,pn_1
p_803,p_49287,pn_1
p_803,p_69354,pn_1194
p_803,p_78233,pn_2794
p_803,p_80510,pn_1
p_804,p_1673,pn_2396
p_804,p_3129,pn_1
p_804,p_39073,pn_1
p_804,p_59828,pn_8
p_804,p_61695,pn_4728
p_804,p_91196,pn_201
p_805,p_14166,pn_7
p_805,p_20980,pn_3275
p_805,p_23345,pn_2613
p_805,p_30564,pn_5413
p_805,p_49080,pn_1300
p_805,p_90696,pn_5504
p_806,p_924,pn_5799
p_806,p_2896,pn_36
p_806,p_4505,pn_832
p_806,p_22493,pn_1
p_806,p_38694,pn_3435
p_806,p_77991,pn_34
p_807,p_1011,pn_63
p_807,p_22238,pn_6
p_807,p_60383,pn_3632
p_807,p_63403,pn_3913
p_807,p_76172,pn_2838
p_807,p_95675,pn_1
p_808,p_4521,pn_1
p_808,p_13048,pn_30
p_808,p_21709,pn_829
p_808,p_28730,pn_3902
p_808,p_33749,pn_2043
p_808,p_87383,pn_9
p_809,p_11247,pn_2635
p_809,p_31690,pn_2
p_809,p_34125,pn_4810
p_809,p_79823,pn_2774
p_809,p_90055,pn_3008
p_809,p_91330,pn_249
p_810,p_13188,pn_5473
p_810,p_25044,pn_2110
p_810,p_28314,pn_2798
p_810,p_31073,pn_817
p_810,p_38631,pn_1285
p_810,p_49757,pn_1475
p_811,p_12301,pn_1
p_811,p_20436,pn_690
p_811,p_24033,pn_7
p_811,p_33727,pn_5405
p_811,p_34388,pn_2734
p_811,p_78769,pn_2559
p_812,p_9347,pn_4927
p_812,p_10839,pn_31
p_812,p_13119,pn_3082
p_812,p_27756,pn_5054
p_812,p_35250,pn_5685
p_812,p_40339,pn_4546
p_813,p_960,pn_4663
p_813,p_1958,pn_5070
p_813,p_12486,pn_2187
p_813,p_35649,pn_460
p_813,p_46574,pn_3460
p_813,p_93332,pn_3898
p_814,p_12175,pn_3261
p_814,p_20734,pn_2647
p_814,p_43250,pn_3401
p_814,p_56818,pn_842
p_814,p_81019,pn_1376
p_814,p_88214,pn_1444
p_815,p_54489,pn_2955
p_815,p_84831,pn_66
p_815,p_87930,pn_1
p_815,p_90870,pn_3197
p_815,p_92650,pn_4742
p_815,p_99697,pn_1
p_816,p_25659,pn_1175
p_816,p_29842,pn_474
p_816,p_59706,pn_4
p_816,p_62761,pn_1
p_816,p_69194,pn_587
p_816,p_76860,pn_94
p_817,p_5801,pn_171
p_817,p_9081,pn_2833
p_817,p_25364,pn_1
p_817,p_32965,pn_1
p_817,p_44039,pn_1261
p_817,p_68863,pn_9
p_818,p_5253,pn_2254
p_818,p_8190,pn_1
p_818,p_8475,pn_2551
p_818,p_9637,pn_770
p_818,p_60858,pn_96
p_818,p_99942,pn_9
p_819,p_8581,pn_9
p_819,p_18991,pn_2
p_819,p_29806,pn_384
p_819,p_50203,pn_1
p_819,p_81233,pn_2461
p_819,p_89388,pn_877
p_820,p_6427,pn_332
p_820,p_6809,pn_789
p_820,p_32077,pn_2342
p_820,p_48292,pn_924
p_820,p_87037,pn_99
p_820,p_93998,pn_1303
p_821,p_3563,pn_3338
p_821,p_4243,pn_17
p_821,p_12857,pn_5754
p_821,p_33434,pn_5610
p_821,p_49089,pn_1
p_821,p_81196,pn_4319
p_822,p_1395,pn_4844
p_822,p_2826,pn_61
p_822,p_11200,pn_3048
p_822,p_31062,pn_3519
p_822,p_68723,pn_3691
p_822,p_84898,pn_2358
p_823,p_8203,pn_3042
p_823,p_27099,pn_77
p_823,p_33349,pn_2770
p_823,p_40631,pn_4670
p_823,p_52696,pn_1449
p_823,p_75146,pn_2121
p_824,p_14945,pn_33
p_824,p_15157,pn_1259
p_824,p_18743,pn_4812
p_824,p_25792,pn_261
p_824,p_30269,pn_1
p_824,p_76173,pn_4607
p_825,p_17888,pn_1483
p_825,p_40170,pn_2740
p_825,p_71591,pn_88
p_825,p_79698,pn_5672
p_825,p_98623,pn_4431
p_826,p_866,pn_2
p_826,p_7850,pn_10
p_826,p_36534,pn_4352
p_826,p_43059,pn_1105
p_826,p_79193,pn_731
p_826,p_95185,pn_7
p_827,p_11311,pn_7
p_827,p_11864,pn_1901
p_827,p_25290,pn_1181
p_827,p_46206,pn_1766
p_827,p_46796,pn_2649
p_827,p_60954,pn_537
p_828,p_5868,pn_5409
p_828,p_32175,pn_38
p_828,p_86676,pn_1414
p_828,p_88889,pn_3072
p_828,p_89999,pn_2418
p_828,p_90036,pn_9
p_829,p_3858,pn_5324
p_829,p_4814,pn_30
p_829,p_14910,pn_3284
p_829,p_41622,pn_1
p_829,p_64828,pn_94
p_829,p_90924,pn_4720
p_830,p_2782,pn_4620
p_830,p_46904,pn_1
p_830,p_64587,pn_5470
p_830,p_65406,pn_35
p_830,p_76912,pn_763
p_830,p_85235,pn_1
p_831,p_2884,pn_3163
p_831,p_3704,pn_19
p_831,p_5115,pn_2973
p_831,p_9264,pn_493
p_831,p_63495,pn_9
p_831,p_87081,pn_1
p_832,p_29826,pn_5292
p_832,p_59096,pn_5110
p_832,p_62493,pn_2080
p_832,p_62674,pn_1360
p_832,p_87447,pn_4
p_832,p_95851,pn_18
p_833,p_18133,pn_2037
p_833,p_21750,pn_1
p_833,p_48151,pn_71
p_833,p_49624,pn_3987
p_833,p_77356,pn_689
p_833,p_98507,pn_4513
p_834,p_3658,pn_1
p_834,p_15776,pn_3719
p_834,p_15791,pn_165
p_834,p_25269,pn_4
p_834,p_78636,pn_77
p_834,p_96018,pn_3
p_835,p_31195,pn_5626
p_835,p_33862,pn_513
p_835,p_55169,pn_689
p_835,p_56441,pn_3174
p_835,p_62448,pn_33
p_835,p_92834,pn_2561
p_836,p_1707,pn_345
p_836,p_8454,pn_26
p_836,p_14383,pn_2161
p_836,p_34398,pn_482
p_836,p_47754,pn_3567
p_836,p_59983,pn_1
p_837,p_12167,pn_1583
p_837,p_12944,pn_3
p_837,p_14143,pn_1661
p_837,p_21865,pn_93
p_837,p_74290,pn_100
p_837,p_88637,pn_454
p_838,p_11349,pn_40
p_838,p_20521,pn_255
p_838,p_24802,pn_1145
p_838,p_35193,pn_531
p_838,p_40703,pn_1
p_838,p_55602,pn_5274
p_839,p_12116,pn_4601
p_839,p_12973,pn_5302
p_839,p_49560,pn_1367
p_839,p_56642,pn_5309
p_839,p_76733,pn_3249
p_839,p_90447,pn_96
p_840,p_2574,pn_1598
p_840,p_6546,pn_1024
p_840,p_7282,pn_2432
p_840,p_8953,pn_1333
p_840,p_33279,pn_1497
p_840,p_76887,pn_1
p_841,p_3020,pn_5866
p_841,p_6675,pn_178
p_841,p_10458,pn_7
p_841,p_24027,pn_1626
p_841,p_81120,pn_4743
p_841,p_88504,pn_4246
p_842,p_11888,pn_2778
p_842,p_11894,pn_3231
p_842,p_17043,pn_2506
p_842,p_19660,pn_794
p_842,p_66918,pn_620
p_842,p_91853,pn_2921
p_843,p_1329,pn_4170
p_843,p_15286,pn_20
p_843,p_19964,pn_3096
p_843,p_30414,pn_5652
p_843,p_65547,pn_4779
p_843,p_66674,pn_5201
p_844,p_6298,pn_54
p_844,p_7840,pn_2646
p_844,p_12384,pn_3311
p_844,p_13714,pn_219
p_844,p_38163,pn_829
p_844,p_90898,pn_519
p_845,p_942,pn_44
p_845,p_5504,pn_92
p_845,p_26066,pn_1211
p_845,p_74732,pn_2002
p_845,p_81919,pn_748
p_845,p_87520,pn_1
p_846,p_7249,pn_1
p_846,p_14113,pn_2020
p_846,p_28933,pn_5934
p_846,p_59880,pn_4847
p_846,p_64812,pn_2276
p_846,p_81713,pn_102
p_847,p_13799,pn_5786
p_847,p_34059,pn_6
p_847,p_42649,pn_4029
p_847,p_65293,pn_4351
p_847,p_74360,pn_3
p_847,p_95224,pn_41
p_848,p_6482,pn_4281
p_848,p_11468,pn_2276
p_848,p_21711,pn_1
p_848,p_29019,pn_5164
p_848,p_68286,pn_185
p_848,p_97271,pn_4036
p_849,p_1352,pn_1
p_849,p_25655,pn_2
p_849,p_36075,pn_3117
p_849,p_73144,pn_5436
p_849,p_85647,pn_3779
p_849,p_99826,pn_1615
p_850,p_22274,pn_5340
p_850,p_37756,pn_2857
p_850,p_53044,pn_49
p_850,p_65483,pn_656
p_850,p_77823,pn_1
p_850,p_85389,pn_5060
p_851,p_6165,pn_5650
p_851,p_7556,pn_1922
p_851,p_24076,pn_3410
p_851,p_31615,pn_268
p_851,p_87137,pn_2831
p_851,p_96956,pn_95
p_852,p_25174,pn_687
p_852,p_30275,pn_8
p_852,p_34569,pn_725
p_852,p_64902,pn_830
p_852,p_85447,pn_4268
p_852,p_94819,pn_5
p_853,p_2969,pn_4570
p_853,p_5299,pn_4905
p_853,p_7041,pn_585
p_853,p_57253,pn_1636
p_853,p_71300,pn_5637
p_853,p_98058,pn_943
p_854,p_4263,pn_4667
p_854,p_28498,pn_3739
p_854,p_32897,pn_1158
p_854,p_46575,pn_632
p_854,p_97916,pn_3807
p_855,p_8880,pn_2192
p_855,p_13871,pn_89
p_855,p_14078,pn_291
p_855,p_44161,pn_3891
p_855,p_58083,pn_4871
p_855,p_68638,pn_1
p_856,p_3931,pn_1
p_856,p_10261,pn_2388
p_856,p_69039,pn_2705
p_856,p_74457,pn_275
p_856,p_78707,pn_4999
p_857,p_3954,pn_99
p_857,p_17885,pn_24
p_857,p_47285,pn_13
p_857,p_58597,pn_682
p_857,p_73822,pn_57
p_857,p_75334,pn_444
p_858,p_2839,pn_35
p_858,p_4633,pn_55
p_858,p_10634,pn_1
p_858,p_16189,pn_4923
p_858,p_69017,pn_4297
p_858,p_91760,pn_2145
p_859,p_2055,pn_1066
p_859,p_7068,pn_3363
p_859,p_25733,pn_514
p_859,p_26521,pn_77
p_859,p_90451,pn_557
p_859,p_95047,pn_7
p_860,p_3350,pn_5798
p_860,p_49402,pn_1
p_860,p_53711,pn_3755
p_860,p_74607,pn_51
p_860,p_78408,pn_3046
p_860,p_82468,pn_5680
p_861,p_2205,pn_65
p_861,p_2225,pn_4307
p_861,p_20881,pn_4496
p_861,p_64883,pn_3854
p_861,p_65795,pn_3993
p_861,p_88930,pn_2145
p_862,p_2679,pn_980
p_862,p_9554,pn_5545
p_862,p_14633,pn_694
p_862,p_34263,pn_2420
p_862,p_53634,pn_1
p_862,p_71090,pn_8
p_863,p_16699,pn_6
p_863,p_22459,pn_5612
p_863,p_29007,pn_4807
p_863,p_40232,pn_2662
p_863,p_40262,pn_601
p_863,p_88523,pn_100
p_864,p_10519,pn_1854
p_864,p_21100,pn_3301
p_864,p_22025,pn_3846
p_864,p_23341,pn_1
p_864,p_31440,pn_5
p_864,p_93591,pn_4004
p_865,p_4586,pn_4468
p_865,p_6222,pn_5468
p_865,p_11016,pn_1160
p_865,p_18276,pn_57
p_865,p_70577,pn_571
p_865,p_87548,pn_4447
p_866,p_10912,pn_1723
p_866,p_19790,pn_3431
p_866,p_28725,pn_5462
p_866,p_68037,pn_3
p_866,p_81112,pn_2132
p_867,p_30219,pn_5345
p_867,p_40266,pn_958
p_867,p_72137,pn_902
p_867,p_89849,pn_3005
p_867,p_91592,pn_6
p_867,p_96890,pn_816
p_868,p_2392,pn_488
p_868,p_29475,pn_1
p_868,p_35090,pn_3802
p_868,p_86067,pn_812
p_868,p_89990,pn_5039
p_868,p_90053,pn_5929
p_869,p_6819,pn_7
p_869,p_9614,pn_3597
p_869,p_10980,pn_5198
p_869,p_20939,pn_3995
p_869,p_43763,pn_1
p_869,p_51405,pn_4003
p_870,p_4987,pn_1406
p_870,p_21099,pn_4165
p_870,p_22055,pn_1
p_870,p_25662,pn_64
p_870,p_40422,pn_374
p_870,p_74827,pn_748
p_871,p_1954,pn_3086
p_871,p_13532,pn_5121
p_871,p_43446,pn_8
p_871,p_44283,pn_18
p_871,p_83737,pn_3587
p_871,p_84832,pn_3152
p_872,p_4390,pn_1
p_872,p_38529,pn_220
p_872,p_66376,pn_6
p_872,p_75866,pn_2091
p_872,p_78325,pn_3779
p_872,p_87950,pn_4030
p_873,p_5555,pn_1
p_873,p_12067,pn_5212
p_873,p_38722,pn_623
p_873,p_39328,pn_1620
p_873,p_44554,pn_2269
p_873,p_53321,pn_1
p_874,p_5794,pn_641
p_874,p_10525,pn_6
p_874,p_24682,pn_2935
p_874,p_43625,pn_5951
p_874,p_46529,pn_1363
p_874,p_84627,pn_647
p_875,p_6731,pn_649
p_875,p_78248,pn_4039
p_875,p_85107,pn_1
p_875,p_90028,pn_4303
p_875,p_91290,pn_4
p_876,p_3272,pn_661
p_876,p_20960,pn_448
p_876,p_25365,pn_4390
p_876,p_48449,pn_1303
p_876,p_56202,pn_1
p_876,p_74606,pn_9
p_877,p_5691,pn_657
p_877,p_16414,pn_1303
p_877,p_49008,pn_2225
p_877,p_60862,pn_1
p_877,p_77011,pn_5688
p_877,p_85946,pn_3709
p_878,p_22963,pn_563
p_878,p_23409,pn_1
p_878,p_34431,pn_1
p_878,p_52312,pn_1
p_878,p_67506,pn_3296
p_878,p_75910,pn_34
p_879,p_10865,pn_4570
p_879,p_25051,pn_4788
p_879,p_31265,pn_832
p_879,p_50888,pn_9
p_879,p_93598,pn_4442
p_879,p_98384,pn_266
p_880,p_9799,pn_1
p_880,p_12751,pn_5822
p_880,p_23913,pn_1
p_880,p_25824,pn_79
p_880,p_31048,pn_3645
p_880,p_67871,pn_854
p_881,p_5949,pn_2537
p_881,p_6925,pn_172
p_881,p_32425,pn_560
p_881,p_39927,pn_294
p_881,p_64767,pn_5138
p_882,p_18559,pn_5348
p_882,p_63588,pn_7
p_882,p_64592,pn_2115
p_882,p_76115,pn_3018
p_882,p_87654,pn_5
p_882,p_94724,pn_94
p_883,p_6882,pn_220
p_883,p_24550,pn_28
p_883,p_27475,pn_564
p_883,p_52961,pn_1
p_883,p_55225,pn_4262
p_883,p_70269,pn_10
p_884,p_4889,pn_2
p_884,p_17874,pn_3920
p_884,p_18945,pn_60
p_884,p_54402,pn_4483
p_884,p_68557,pn_863
p_884,p_94494,pn_229
p_885,p_6445,pn_286
p_885,p_16322,pn_4
p_885,p_48038,pn_2575
p_885,p_51078,pn_8
p_885,p_88353,pn_1058
p_885,p_96534,pn_4984
p_886,p_1095,pn_7
p_886,p_3012,pn_13
p_886,p_4799,pn_2254
p_886,p_6153,pn_2659
p_886,p_59596,pn_4253
p_886,p_95992,pn_71
p_887,p_6634,pn_930
p_887,p_29251,pn_1
p_887,p_30633,pn_2006
p_887,p_31529,pn_3047
p_887,p_32402,pn_1
p_887,p_34196,pn_1
p_888,p_1059,pn_7
p_888,p_1964,pn_4187
p_888,p_12926,pn_957
p_888,p_58091,pn_1
p_888,p_82809,pn_5318
p_888,p_84974,pn_4773
p_889,p_4989,pn_1724
p_889,p_19205,pn_1105
p_889,p_20887,pn_1
p_889,p_35563,pn_3526
p_889,p_68877,pn_5339
p_889,p_81777,pn_9
p_890,p_3121,pn_1
p_890,p_17994,pn_1
p_890,p_35753,pn_403
p_890,p_41701,pn_4044
p_890,p_72372,pn_1
p_890,p_83303,pn_1
p_891,p_4607,pn_7
p_891,p_10565,pn_250
p_891,p_20009,pn_4734
p_891,p_37850,pn_599
p_891,p_86012,pn_52
p_891,p_97983,pn_144
p_892,p_940,pn_331
p_892,p_5581,pn_1413
p_892,p_23765,pn_2831
p_892,p_36554,pn_528
p_892,p_60402,pn_1
p_892,p_82160,pn_559
p_893,p_11566,pn_390
p_893,p_14909,pn_4342
p_893,p_38306,pn_2589
p_893,p_80687,pn_666
p_893,p_80785,pn_5847
p_894,p_12218,pn_5141
p_894,p_12833,pn_1
p_894,p_17266,pn_1
p_894,p_21948,pn_5351
p_894,p_67739,pn_1
p_894,p_83868,pn_3582
p_895,p_2071,pn_9
p_895,p_3270,pn_328
p_895,p_11968,pn_94
p_895,p_27311,pn_3363
p_895,p_80591,pn_960
p_895,p_90544,pn_1
p_896,p_992,pn_3830
p_896,p_6979,pn_568
p_896,p_22613,pn_3119
p_896,p_30381,pn_3
p_896,p_63131,pn_1190
p_896,p_94411,pn_2
p_897,p_12859,pn_89
p_897,p_28890,pn_5
p_897,p_29229,pn_8
p_897,p_46278,pn_4828
p_897,p_46936,pn_3388
p_897,p_70494,pn_5564
p_898,p_8647,pn_883
p_898,p_12009,pn_5263
p_898,p_18372,pn_508
p_898,p_39497,pn_834
p_898,p_59286,pn_1
p_898,p_75297,pn_77
p_899,p_6634,pn_1
p_899,p_8627,pn_66
p_899,p_16737,pn_728
p_899,p_31219,pn_89
p_899,p_62858,pn_86
p_899,p_97648,pn_1
p_900,p_1858,pn_1974
p_900,p_3208,pn_1
p_900,p_7795,pn_992
p_900,p_19767,pn_4720
p_900,p_42188,pn_4566
p_900,p_56923,pn_20
p_901,p_1147,pn_1
p_901,p_14903,pn_4
p_901,p_77829,pn_1
p_901,p_79987,pn_63
p_901,p_97357,pn_2198
p_902,p_4882,pn_4622
p_902,p_6945,pn_1830
p_902,p_10817,pn_65
p_902,p_12575,pn_189
p_902,p_27680,pn_2484
p_902,p_34499,pn_7
p_903,p_3099,pn_682
p_903,p_6766,pn_3670
p_903,p_12181,pn_5935
p_903,p_40395,pn_4
p_903,p_74904,pn_5288
p_903,p_80321,pn_2
p_904,p_1263,pn_1
p_904,p_1311,pn_3
p_904,p_1648,pn_5542
p_904,p_15065,pn_1051
p_904,p_37709,pn_5252
p_904,p_38288,pn_4877
p_905,p_1605,pn_165
p_905,p_23195,pn_5929
p_905,p_56226,pn_3176
p_905,p_64471,pn_1137
p_905,p_88821,pn_559
p_905,p_92620,pn_58
p_906,p_26627,pn_2894
p_906,p_33063,pn_603
p_906,p_81742,pn_5283
p_906,p_83382,pn_4901
p_906,p_87897,pn_4015
p_906,p_99553,pn_10
p_907,p_11069,pn_4742
p_907,p_14786,pn_31
p_907,p_27613,pn_3607
p_907,p_33241,pn_4736
p_907,p_34502,pn_8
p_907,p_58667,pn_1
p_908,p_936,pn_1205
p_908,p_1102,pn_2461
p_908,p_2060,pn_665
p_908,p_24224,pn_1
p_908,p_50563,pn_699
p_908,p_65711,pn_2134
p_909,p_14718,pn_5871
p_909,p_20840,pn_1323
p_909,p_51887,pn_769
p_909,p_66912,pn_1848
p_909,p_85514,pn_3034
p_909,p_99985,pn_24
p_910,p_1693,pn_2348
p_910,p_10412,pn_5333
p_910,p_35855,pn_1004
p_910,p_59557,pn_861
p_910,p_63263,pn_4657
p_910,p_65209,pn_49
p_911,p_2004,pn_5
p_911,p_24041,pn_1571
p_911,p_69959,pn_3631
p_911,p_78720,pn_4267
p_911,p_81979,pn_4740
p_911,p_91146,pn_3774
p_912,p_10804,pn_1409
p_912,p_14542,pn_9
p_912,p_19859,pn_1629
p_912,p_41859,pn_6
p_912,p_48858,pn_3102
p_912,p_91212,pn_5307
p_913,p_6312,pn_5956
p_913,p_16753,pn_1
p_913,p_27620,pn_2538
p_913,p_49733,pn_5472
p_913,p_58815,pn_3534
p_913,p_75635,pn_5524
p_914,p_3609,pn_1894
p_914,p_43424,pn_1719
p_914,p_53802,pn_5973
p_914,p_55049,pn_1
p_914,p_78588,pn_2444
p_914,p_98040,pn_515
p_915,p_17830,pn_640
p_915,p_28533,pn_2907
p_915,p_40773,pn_2517
p_915,p_40992,pn_5783
p_915,p_42824,pn_5164
p_915,p_79886,pn_326
p_916,p_1221,pn_2714
p_916,p_2560,pn_691
p_916,p_42005,pn_1402
p_916,p_54890,pn_4993
p_916,p_69740,pn_4784
p_916,p_77027,pn_44
p_917,p_8305,pn_4440
p_917,p_8507,pn_9
p_917,p_28523,pn_551
p_917,p_46379,pn_2091
p_917,p_77189,pn_2700
p_917,p_79185,pn_1
p_918,p_3274,pn_1471
p_918,p_10807,pn_1
p_918,p_12377,pn_2792
p_918,p_26359,pn_682
p_918,p_60780,pn_5811
p_918,p_94957,pn_1146
p_919,p_9773,pn_1
p_919,p_10621,pn_29
p_919,p_29710,pn_435
p_919,p_67165,pn_1377
p_919,p_67473,pn_4003
p_920,p_16456,pn_821
p_920,p_22248,pn_747
p_920,p_29598,pn_1
p_920,p_35344,pn_3526
p_920,p_91938,pn_260
p_920,p_95405,pn_1
p_921,p_10664,pn_90
p_921,p_40920,pn_3398
p_921,p_43833,pn_147
p_921,p_62536,pn_7
p_921,p_71847,pn_1
p_922,p_11809,pn_3244
p_922,p_33478,pn_1
p_922,p_44048,pn_3076
p_922,p_46583,pn_4976
p_922,p_63971,pn_1
p_922,p_66592,pn_559
p_923,p_1524,pn_4209
p_923,p_1573,pn_2662
p_923,p_13326,pn_1902
p_923,p_79426,pn_3845
p_923,p_87785,pn_7
p_923,p_94351,pn_990
p_924,p_6611,pn_3267
p_924,p_9723,pn_5999
p_924,p_35271,pn_388
p_924,p_67509,pn_69
p_924,p_98006,pn_2792
p_925,p_5740,pn_626
p_925,p_18201,pn_4326
p_925,p_52142,pn_1
p_925,p_57282,pn_4516
p_925,p_65117,pn_5566
p_925,p_77056,pn_1
p_926,p_4218,pn_2047
p_926,p_12691,pn_366
p_926,p_20917,pn_1
p_926,p_31494,pn_1
p_926,p_36048,pn_4173
p_926,p_84107,pn_92
p_927,p_12460,pn_122
p_927,p_28006,pn_5779
p_927,p_29793,pn_4710
p_927,p_71766,pn_4645
p_927,p_88464,pn_5134
p_927,p_88902,pn_2995
p_928,p_3096,pn_4
p_928,p_8731,pn_4456
p_928,p_10274,pn_1817
p_928,p_45884,pn_5696
p_928,p_72836,pn_2831
p_928,p_80429,pn_606
p_929,p_26049,pn_4369
p_929,p_40069,pn_1
p_929,p_42828,pn_4953
p_929,p_83795,pn_1
p_929,p_93403,pn_138
p_929,p_95660,pn_1538
p_930,p_30740,pn_5962
p_930,p_65989,pn_230
p_930,p_69564,pn_267
p_930,p_75006,pn_7
