src_id,dst_id,corp_id,pn_id,src_work_for_start_time
p_36489,p_48847,co_892,pn_3656,2021-11-18
p_36489,p_52135,co_6611,pn_1,2021-06-02
p_36490,p_69227,co_3817,pn_811,2019-06-24
p_36491,p_66638,co_5218,pn_5966,2022-02-06
p_36491,p_93404,co_7873,pn_3229,2022-01-12
p_36492,p_85943,co_1,pn_1637,2019-07-28
p_36494,p_49281,co_91,pn_1438,2021-04-01
p_36494,p_62125,co_7707,pn_1,2019-08-23
p_36495,p_66137,co_1201,pn_21,2020-06-17
p_36496,p_44304,co_7646,pn_637,2021-05-24
p_36496,p_84744,co_331,pn_50,2019-12-21
p_36497,p_47391,co_9297,pn_79,2020-12-30
p_36497,p_88199,co_53,pn_68,2021-07-07
p_36498,p_76078,co_842,pn_1146,2021-01-30
p_36499,p_79970,co_404,pn_2557,2019-12-11
p_36501,p_67573,co_2858,pn_555,2020-08-10
p_36503,p_36605,co_4843,pn_904,2021-05-14
p_36503,p_62448,co_214,pn_2210,2021-01-10
p_36505,p_46305,co_585,pn_87,2021-12-14
p_36509,p_41086,co_6876,pn_3989,2020-09-17
p_36509,p_96291,co_3092,pn_2873,2020-06-30
p_36512,p_76382,co_1,pn_2885,2022-02-07
p_36513,p_38154,co_7,pn_3825,2021-04-03
p_36514,p_54416,co_3148,pn_3341,2021-09-07
p_36515,p_95839,co_6239,pn_664,2020-03-03
p_36517,p_81991,co_10,pn_3179,2020-07-19
p_36518,p_43026,co_8008,pn_1,2019-11-02
p_36518,p_93480,co_2112,pn_3804,2019-10-19
p_36519,p_73333,co_8976,pn_768,2022-01-20
p_36520,p_38853,co_8,pn_4497,2019-06-26
p_36522,p_53241,co_872,pn_22,2021-09-09
p_36522,p_65684,co_967,pn_1,2022-02-18
p_36523,p_63245,co_1,pn_1155,2019-11-12
p_36524,p_37871,co_7913,pn_2424,2022-03-13
p_36524,p_49252,co_1,pn_2,2019-06-17
p_36526,p_82084,co_5,pn_15,2021-10-30
p_36527,p_52203,co_869,pn_4050,2020-09-13
p_36527,p_72625,co_1,pn_64,2021-10-04
p_36528,p_53121,co_5581,pn_5911,2019-09-30
p_36528,p_67293,co_5425,pn_3870,2020-11-30
p_36529,p_41470,co_1,pn_3,2019-10-11
p_36530,p_97729,co_37,pn_903,2021-06-20
p_36532,p_91634,co_1,pn_1,2021-03-18
p_36533,p_58537,co_1,pn_4188,2021-06-30
p_36535,p_83966,co_7,pn_96,2021-01-04
p_36536,p_78109,co_35,pn_160,2020-02-26
p_36537,p_90273,co_3463,pn_3532,2019-07-20
p_36537,p_95902,co_311,pn_3728,2019-11-15
p_36538,p_85500,co_120,pn_3928,2019-09-11
p_36539,p_55167,co_2533,pn_1846,2021-11-10
p_36541,p_98538,co_1,pn_1085,2020-06-28
p_36544,p_83028,co_2567,pn_5760,2020-02-16
p_36545,p_44339,co_3001,pn_10,2022-03-28
p_36546,p_39111,co_10,pn_5591,2020-07-31
p_36547,p_61300,co_44,pn_3263,2021-02-06
p_36547,p_86562,co_4672,pn_2490,2021-04-19
p_36548,p_41713,co_278,pn_74,2021-06-26
p_36548,p_85513,co_9297,pn_4508,2020-09-08
p_36551,p_91273,co_1,pn_86,2020-06-12
p_36552,p_59837,co_3132,pn_3683,2019-09-03
p_36553,p_51068,co_8874,pn_3562,2022-05-01
p_36554,p_48207,co_2779,pn_5264,2020-08-21
p_36556,p_59282,co_5579,pn_4356,2019-08-27
p_36556,p_86017,co_9450,pn_1,2020-02-09
p_36560,p_64953,co_527,pn_81,2020-06-13
p_36561,p_96418,co_926,pn_47,2021-08-23
p_36562,p_99216,co_5,pn_5053,2022-02-04
p_36563,p_40950,co_1,pn_4889,2019-12-03
p_36564,p_53318,co_1,pn_1,2019-10-01
p_36565,p_44794,co_927,pn_9,2020-07-18
p_36565,p_77505,co_5209,pn_3252,2020-10-07
p_36566,p_55648,co_2360,pn_70,2020-10-21
p_36567,p_49095,co_29,pn_1927,2021-08-14
p_36568,p_38660,co_7619,pn_988,2020-06-08
p_36568,p_40627,co_3436,pn_2766,2021-08-20
p_36569,p_67301,co_6870,pn_34,2020-04-03
p_36571,p_50251,co_6118,pn_2802,2019-11-19
p_36572,p_73960,co_97,pn_3559,2019-11-15
p_36573,p_93342,co_64,pn_9,2021-06-13
p_36576,p_89098,co_5453,pn_2228,2021-04-09
p_36577,p_53493,co_595,pn_698,2019-06-02
p_36577,p_97383,co_1,pn_5,2021-07-09
p_36580,p_87243,co_9,pn_4428,2021-02-09
p_36582,p_50045,co_799,pn_4631,2019-10-13
p_36583,p_62781,co_5570,pn_646,2021-05-25
p_36584,p_49272,co_4890,pn_293,2020-08-26
p_36585,p_39826,co_3357,pn_1,2019-06-29
p_36585,p_88493,co_8318,pn_892,2020-01-07
p_36586,p_55065,co_1,pn_148,2020-04-10
p_36588,p_98891,co_303,pn_66,2020-06-11
p_36589,p_90479,co_331,pn_1,2021-09-23
p_36590,p_78791,co_8184,pn_759,2019-07-08
p_36590,p_82808,co_1,pn_4113,2021-08-04
p_36591,p_63594,co_1,pn_615,2021-05-29
p_36591,p_84802,co_5043,pn_113,2021-03-20
p_36592,p_54607,co_2870,pn_5489,2020-01-18
p_36592,p_87922,co_215,pn_4157,2020-01-13
p_36593,p_98929,co_5299,pn_2252,2019-07-16
p_36594,p_57513,co_3622,pn_1,2020-07-06
p_36594,p_90178,co_1,pn_2700,2020-06-13
p_36597,p_71614,co_520,pn_81,2020-07-31
p_36598,p_73098,co_6346,pn_7,2021-01-10
p_36598,p_95413,co_844,pn_938,2020-03-22
p_36599,p_85300,co_699,pn_255,2021-03-11
p_36600,p_93596,co_2,pn_1,2022-02-19
p_36601,p_88520,co_9392,pn_2679,2021-04-21
p_36602,p_68736,co_1,pn_914,2021-11-01
p_36604,p_68173,co_391,pn_1,2021-11-14
p_36604,p_74857,co_1687,pn_8,2020-09-27
p_36605,p_45316,co_7599,pn_1,2022-04-19
p_36607,p_72424,co_3185,pn_2,2020-11-29
p_36608,p_67116,co_35,pn_667,2022-05-10
p_36609,p_90190,co_7765,pn_1017,2021-08-07
p_36609,p_94408,co_75,pn_19,2021-06-11
p_36611,p_75978,co_27,pn_9,2020-08-05
p_36611,p_88562,co_9374,pn_5299,2020-09-06
p_36612,p_65296,co_3291,pn_2994,2020-08-09
p_36612,p_94973,co_9079,pn_1815,2020-09-20
p_36613,p_38791,co_9075,pn_5110,2020-06-27
p_36613,p_63830,co_81,pn_5467,2019-06-10
p_36614,p_55781,co_6470,pn_5378,2020-04-07
p_36614,p_79029,co_1,pn_568,2021-11-19
p_36615,p_68413,co_4278,pn_1720,2019-05-18
p_36616,p_74065,co_6987,pn_283,2020-03-11
p_36617,p_61595,co_33,pn_81,2022-02-06
p_36617,p_92033,co_5513,pn_5866,2020-06-14
p_36618,p_82613,co_5256,pn_296,2021-08-08
p_36619,p_51065,co_9340,pn_590,2022-02-26
p_36620,p_61712,co_4217,pn_3896,2020-11-22
p_36620,p_99066,co_1,pn_5314,2019-08-22
p_36621,p_47488,co_2631,pn_401,2020-01-25
p_36621,p_82085,co_2,pn_17,2021-09-29
p_36622,p_68812,co_74,pn_2920,2021-01-19
p_36622,p_71879,co_5119,pn_3157,2019-07-08
p_36623,p_61520,co_7707,pn_538,2021-04-01
p_36623,p_84441,co_2,pn_12,2019-08-29
p_36625,p_55054,co_5317,pn_98,2021-03-14
p_36626,p_75624,co_5,pn_4387,2020-02-28
p_36626,p_86261,co_5072,pn_13,2021-02-13
p_36627,p_75427,co_9339,pn_52,2022-02-21
p_36628,p_47997,co_2956,pn_32,2021-01-05
p_36629,p_85001,co_5125,pn_53,2020-10-26
p_36630,p_52472,co_6484,pn_2030,2019-09-02
p_36630,p_76778,co_9200,pn_913,2020-02-10
p_36632,p_94484,co_8280,pn_5828,2019-12-31
p_36633,p_95251,co_5260,pn_1956,2020-04-12
p_36634,p_38707,co_70,pn_26,2020-12-10
p_36635,p_69226,co_4523,pn_4153,2019-09-25
p_36636,p_68681,co_79,pn_59,2020-08-30
p_36637,p_39202,co_1629,pn_4431,2021-03-15
p_36637,p_52974,co_5914,pn_1200,2021-07-25
p_36638,p_68370,co_1,pn_1,2021-06-12
p_36640,p_93913,co_10,pn_207,2021-03-03
p_36641,p_85281,co_51,pn_97,2020-05-09
p_36642,p_96365,co_87,pn_2151,2021-09-22
p_36644,p_78350,co_90,pn_2759,2020-06-09
p_36645,p_89156,co_5196,pn_2540,2020-05-01
p_36646,p_85446,co_522,pn_4835,2020-08-23
p_36647,p_56349,co_3250,pn_3217,2020-09-04
p_36648,p_53806,co_774,pn_1202,2021-05-11
p_36649,p_56967,co_7041,pn_2668,2020-11-17
p_36651,p_38524,co_7101,pn_1,2019-11-10
p_36651,p_67191,co_7907,pn_4929,2021-09-07
p_36653,p_78236,co_4432,pn_12,2020-01-23
p_36654,p_44521,co_1,pn_1,2019-06-15
p_36655,p_99073,co_6278,pn_1642,2022-02-04
p_36657,p_72616,co_3181,pn_1363,2020-11-04
p_36658,p_52411,co_2815,pn_4081,2021-03-07
p_36659,p_54591,co_4958,pn_3074,2022-02-22
p_36659,p_89328,co_85,pn_4834,2019-12-31
p_36661,p_57272,co_5326,pn_1,2020-08-25
p_36662,p_66898,co_1129,pn_2660,2021-04-21
p_36663,p_62521,co_87,pn_132,2020-01-19
p_36663,p_87567,co_62,pn_2623,2022-05-12
p_36664,p_86702,co_5616,pn_4445,2022-03-10
p_36664,p_96138,co_73,pn_4926,2019-11-26
p_36665,p_65397,co_9368,pn_2253,2022-05-05
p_36665,p_68481,co_2,pn_421,2020-02-24
p_36666,p_64948,co_8800,pn_3543,2021-02-05
p_36666,p_89336,co_9301,pn_5,2021-08-25
p_36667,p_86694,co_8425,pn_2614,2021-01-05
p_36668,p_49443,co_83,pn_771,2020-06-26
p_36669,p_47966,co_7,pn_3470,2020-06-12
p_36670,p_72242,co_382,pn_46,2019-09-03
p_36670,p_76413,co_7030,pn_27,2019-11-14
p_36671,p_87454,co_1,pn_3832,2020-01-17
p_36674,p_82086,co_5982,pn_3887,2020-11-28
p_36675,p_40224,co_778,pn_3120,2020-03-24
p_36676,p_52256,co_6774,pn_5920,2022-03-11
p_36677,p_41047,co_44,pn_53,2020-02-29
p_36678,p_61189,co_132,pn_3140,2019-08-20
p_36678,p_77530,co_7016,pn_5512,2020-11-19
p_36679,p_52081,co_1,pn_3282,2021-08-24
p_36681,p_44859,co_3251,pn_997,2020-10-24
p_36681,p_45318,co_1,pn_4282,2021-03-10
p_36682,p_44488,co_555,pn_4,2022-05-02
p_36682,p_99115,co_7729,pn_612,2020-07-19
p_36684,p_87364,co_5144,pn_1522,2020-08-31
p_36685,p_47772,co_5,pn_1,2019-12-15
p_36685,p_77357,co_1827,pn_819,2020-09-03
p_36686,p_89502,co_7295,pn_3952,2022-01-02
p_36687,p_93708,co_2100,pn_1,2019-08-11
p_36688,p_41687,co_7490,pn_2150,2020-12-18
p_36688,p_91370,co_1,pn_502,2019-10-21
p_36689,p_45758,co_632,pn_5666,2021-11-05
p_36691,p_41581,co_1,pn_717,2022-04-30
p_36691,p_98715,co_1619,pn_2938,2020-03-26
p_36693,p_83004,co_2513,pn_1,2020-11-01
p_36694,p_66317,co_4089,pn_1,2021-11-17
p_36694,p_75592,co_6731,pn_3,2021-12-17
p_36695,p_51759,co_8568,pn_9,2019-07-24
p_36696,p_40417,co_5666,pn_4660,2021-02-19
p_36699,p_78058,co_4709,pn_8,2021-10-01
p_36702,p_67864,co_53,pn_2,2020-01-19
p_36703,p_43885,co_1,pn_2031,2020-06-26
p_36704,p_47913,co_2068,pn_633,2020-11-28
p_36704,p_93927,co_6930,pn_1061,2019-12-13
p_36707,p_45029,co_8737,pn_1107,2021-03-09
p_36709,p_75872,co_7507,pn_3318,2020-04-03
p_36709,p_96021,co_7,pn_1330,2021-08-11
p_36710,p_85630,co_76,pn_62,2022-02-15
p_36713,p_96997,co_94,pn_1391,2020-05-13
p_36714,p_56485,co_1,pn_736,2021-10-31
p_36715,p_55146,co_34,pn_2413,2019-11-30
p_36716,p_59229,co_6998,pn_77,2019-07-19
p_36716,p_66080,co_1,pn_89,2022-03-19
p_36717,p_69879,co_4,pn_9,2022-05-11
p_36719,p_49389,co_1,pn_3398,2020-01-23
p_36719,p_57499,co_9025,pn_5734,2020-12-02
p_36720,p_67564,co_1021,pn_2793,2021-11-01
p_36720,p_67847,co_57,pn_450,2022-02-03
p_36723,p_75789,co_1,pn_2877,2020-10-22
p_36725,p_81061,co_9155,pn_3085,2021-05-30
p_36726,p_45306,co_7614,pn_1656,2022-02-23
p_36726,p_59173,co_3987,pn_166,2020-05-20
p_36727,p_82416,co_2423,pn_5233,2021-12-30
p_36728,p_45449,co_6633,pn_2450,2019-05-26
p_36729,p_50848,co_6108,pn_3540,2020-03-01
p_36730,p_64731,co_6221,pn_1,2020-04-19
p_36730,p_72246,co_1574,pn_4670,2020-04-14
p_36731,p_41661,co_7,pn_83,2019-08-15
p_36732,p_44918,co_1295,pn_244,2022-03-19
p_36732,p_63714,co_1,pn_4348,2020-03-09
p_36734,p_44475,co_1,pn_1659,2021-10-24
p_36734,p_50759,co_90,pn_284,2020-11-12
p_36735,p_41856,co_1,pn_1354,2019-09-13
p_36736,p_96001,co_9416,pn_3615,2020-01-23
p_36737,p_64821,co_5317,pn_4588,2019-09-06
p_36737,p_98757,co_1321,pn_277,2022-01-01
p_36738,p_40655,co_5488,pn_4607,2019-05-28
p_36740,p_52711,co_987,pn_2817,2020-04-06
p_36740,p_71584,co_3666,pn_11,2021-07-14
p_36742,p_45254,co_2,pn_1,2021-02-16
p_36742,p_70078,co_2876,pn_4280,2020-06-15
p_36743,p_66042,co_6272,pn_4309,2021-10-29
p_36744,p_64469,co_1,pn_3061,2021-11-25
p_36745,p_59777,co_7136,pn_2011,2020-02-16
p_36745,p_68456,co_1,pn_3837,2019-12-19
p_36746,p_78170,co_4720,pn_4306,2020-02-13
p_36747,p_83560,co_4972,pn_148,2020-03-01
p_36748,p_41787,co_1,pn_4,2022-04-22
p_36748,p_63932,co_8071,pn_566,2021-12-28
p_36749,p_41749,co_5,pn_1,2020-04-10
p_36749,p_46515,co_4878,pn_4627,2021-08-31
p_36750,p_40986,co_8107,pn_500,2019-09-08
p_36750,p_84402,co_2873,pn_496,2019-12-26
p_36751,p_94688,co_8321,pn_9,2020-12-16
p_36752,p_69967,co_7845,pn_1,2021-10-12
p_36753,p_52368,co_506,pn_15,2020-01-18
p_36753,p_99863,co_6365,pn_5852,2021-10-11
p_36754,p_76199,co_8166,pn_13,2021-05-01
p_36755,p_59439,co_5062,pn_9,2021-12-23
p_36756,p_93086,co_4788,pn_3994,2020-12-10
p_36757,p_51134,co_121,pn_38,2021-06-25
p_36758,p_36900,co_2327,pn_73,2020-05-13
p_36758,p_40840,co_9446,pn_4323,2019-10-10
p_36760,p_43088,co_6042,pn_7,2020-11-10
p_36761,p_66664,co_1,pn_271,2020-01-28
p_36761,p_89483,co_953,pn_9,2019-11-28
p_36762,p_96074,co_4959,pn_1,2020-06-11
p_36763,p_37196,co_7,pn_5175,2020-12-05
p_36764,p_51740,co_952,pn_721,2019-08-26
p_36766,p_58249,co_10,pn_5478,2021-06-18
p_36769,p_55613,co_5956,pn_1194,2019-09-29
p_36770,p_71745,co_3588,pn_3585,2021-07-10
p_36772,p_61606,co_4,pn_503,2021-09-16
p_36772,p_83207,co_4272,pn_4283,2020-07-08
p_36773,p_73992,co_6414,pn_5716,2021-10-09
p_36774,p_66504,co_809,pn_470,2020-11-30
p_36775,p_75641,co_4,pn_3080,2022-04-10
p_36776,p_50538,co_6769,pn_5158,2020-02-21
p_36776,p_77244,co_6951,pn_3600,2022-04-19
p_36777,p_89918,co_580,pn_5610,2021-08-04
p_36780,p_42612,co_4926,pn_477,2020-06-12
p_36782,p_44821,co_2,pn_5927,2020-09-07
p_36782,p_60162,co_53,pn_4401,2020-01-08
p_36783,p_86340,co_2023,pn_21,2021-02-05
p_36783,p_98322,co_8955,pn_1,2022-04-07
p_36784,p_88568,co_1607,pn_5265,2020-09-10
p_36785,p_44196,co_493,pn_1,2020-04-23
p_36786,p_49779,co_3684,pn_5849,2021-10-15
p_36786,p_70463,co_1,pn_3939,2020-02-12
p_36788,p_69961,co_4520,pn_94,2019-12-27
p_36790,p_70588,co_3731,pn_580,2020-04-27
p_36791,p_44147,co_7250,pn_94,2020-08-28
p_36791,p_89615,co_6076,pn_74,2020-06-01
p_36792,p_70656,co_1,pn_39,2020-09-28
p_36793,p_50691,co_3,pn_3502,2020-03-26
p_36793,p_92199,co_4949,pn_1,2021-06-13
p_36794,p_66629,co_7682,pn_1772,2021-04-14
p_36795,p_42813,co_2,pn_2,2022-04-03
p_36795,p_72723,co_4346,pn_3230,2020-05-19
p_36796,p_43463,co_87,pn_61,2019-10-17
p_36796,p_80881,co_8,pn_2980,2021-10-22
p_36797,p_46648,co_23,pn_4728,2019-10-04
p_36798,p_99192,co_32,pn_6,2022-04-23
p_36799,p_63626,co_949,pn_1025,2019-07-10
p_36799,p_79025,co_7609,pn_26,2019-11-07
p_36800,p_61075,co_3587,pn_2543,2020-07-17
p_36800,p_71966,co_6876,pn_1389,2022-02-23
p_36801,p_57707,co_917,pn_3897,2020-03-31
p_36802,p_49283,co_96,pn_1911,2019-10-13
p_36803,p_57984,co_57,pn_902,2021-06-24
p_36804,p_39576,co_6562,pn_811,2019-09-18
p_36805,p_40630,co_33,pn_5,2021-08-20
p_36806,p_58611,co_375,pn_10,2019-08-30
p_36806,p_66357,co_8401,pn_100,2020-09-24
p_36808,p_86937,co_973,pn_3750,2020-07-08
p_36808,p_92895,co_9,pn_1,2020-06-18
p_36809,p_91502,co_3,pn_3,2021-08-21
p_36810,p_57094,co_7,pn_2490,2020-09-01
p_36810,p_74811,co_1,pn_467,2020-11-28
p_36811,p_90328,co_8536,pn_51,2020-06-22
p_36812,p_46004,co_1,pn_551,2019-12-18
p_36814,p_45056,co_2764,pn_2018,2020-11-07
p_36814,p_50899,co_4858,pn_19,2021-08-09
p_36816,p_37011,co_7035,pn_1,2019-05-26
p_36817,p_42542,co_1,pn_1,2020-04-14
p_36818,p_58842,co_7013,pn_1,2022-04-13
p_36819,p_55898,co_97,pn_5415,2021-07-26
p_36820,p_57820,co_7456,pn_2618,2021-01-04
p_36823,p_74583,co_6936,pn_1,2021-12-11
p_36824,p_76488,co_1,pn_3506,2020-11-08
p_36826,p_95358,co_3475,pn_3389,2019-12-14
p_36827,p_94999,co_8,pn_4572,2021-03-28
p_36828,p_57320,co_5453,pn_3,2021-05-04
p_36829,p_96355,co_1796,pn_3757,2020-06-04
p_36830,p_55518,co_4445,pn_1,2020-12-30
p_36832,p_81710,co_20,pn_5248,2020-04-14
p_36833,p_37987,co_737,pn_3896,2020-05-16
p_36833,p_84047,co_4790,pn_4044,2021-03-31
p_36835,p_43868,co_8407,pn_230,2021-11-01
p_36836,p_67729,co_1898,pn_3054,2022-02-26
p_36836,p_83550,co_4,pn_3428,2020-02-06
p_36837,p_72911,co_1,pn_4540,2019-11-17
p_36837,p_79886,co_75,pn_418,2021-05-24
p_36838,p_69376,co_1834,pn_579,2021-10-19
p_36840,p_68883,co_1,pn_4357,2021-07-13
p_36841,p_69434,co_1545,pn_2603,2019-09-04
p_36841,p_84394,co_173,pn_9,2019-10-17
p_36846,p_95715,co_7,pn_5702,2020-09-14
p_36850,p_86400,co_461,pn_663,2019-09-30
p_36851,p_37464,co_6021,pn_907,2019-06-29
p_36852,p_46618,co_4396,pn_5,2021-12-11
p_36853,p_61658,co_10,pn_229,2020-09-07
p_36853,p_92800,co_8991,pn_5199,2021-12-01
p_36855,p_79856,co_415,pn_601,2019-06-27
p_36855,p_87172,co_634,pn_4426,2020-10-04
p_36859,p_57673,co_6424,pn_3017,2020-04-24
p_36859,p_66075,co_5977,pn_1,2021-05-15
p_36861,p_57919,co_8694,pn_1450,2021-08-18
p_36862,p_91815,co_5485,pn_6,2021-07-03
p_36863,p_64893,co_555,pn_5343,2020-01-16
p_36864,p_89688,co_7918,pn_1,2020-05-19
p_36866,p_93772,co_5711,pn_324,2021-01-31
p_36867,p_55034,co_9216,pn_5,2019-11-16
p_36868,p_60178,co_7854,pn_589,2019-09-29
p_36870,p_98309,co_2203,pn_414,2019-11-13
p_36872,p_61272,co_6363,pn_3059,2020-05-23
p_36873,p_64777,co_289,pn_933,2019-09-23
p_36874,p_50504,co_1457,pn_66,2019-08-14
p_36875,p_52721,co_1,pn_423,2020-02-26
p_36876,p_39093,co_6,pn_1,2022-01-12
p_36877,p_69911,co_84,pn_4378,2022-01-17
p_36877,p_90795,co_830,pn_3930,2020-07-09
p_36878,p_76668,co_8287,pn_4141,2019-05-30
p_36878,p_99328,co_1,pn_1,2019-06-28
p_36879,p_81925,co_1,pn_2870,2020-12-22
p_36879,p_96290,co_3028,pn_5912,2021-10-19
p_36880,p_38832,co_5166,pn_3204,2019-10-29
p_36881,p_62201,co_5528,pn_3679,2022-01-23
p_36881,p_96083,co_47,pn_3,2021-01-28
p_36882,p_51592,co_60,pn_3212,2019-10-27
p_36883,p_65545,co_886,pn_1,2020-01-24
p_36885,p_38025,co_4274,pn_694,2019-07-15
p_36885,p_84100,co_35,pn_231,2019-07-11
p_36886,p_90501,co_6386,pn_552,2021-05-12
p_36887,p_76094,co_177,pn_1,2020-07-29
p_36888,p_91378,co_1890,pn_5607,2020-04-27
p_36889,p_38737,co_69,pn_2813,2021-12-22
p_36890,p_47673,co_5650,pn_74,2019-09-10
p_36892,p_73475,co_3844,pn_163,2021-11-16
p_36893,p_47851,co_8752,pn_4873,2019-10-03
p_36894,p_62558,co_8350,pn_521,2021-08-26
p_36895,p_67997,co_9228,pn_1,2021-03-10
p_36895,p_94879,co_1,pn_3331,2019-07-25
p_36896,p_66655,co_10,pn_58,2019-08-23
p_36897,p_92172,co_1597,pn_5537,2019-12-08
p_36899,p_44098,co_8,pn_18,2019-11-09
p_36900,p_59020,co_4401,pn_4717,2020-06-22
p_36903,p_90048,co_2687,pn_2,2020-02-06
p_36904,p_97695,co_5418,pn_1675,2022-04-11
p_36906,p_80078,co_7243,pn_8,2021-07-26
p_36906,p_86807,co_7799,pn_438,2020-12-23
p_36907,p_40228,co_1553,pn_81,2019-06-25
p_36909,p_37849,co_7428,pn_4294,2020-05-23
p_36909,p_74446,co_6763,pn_3873,2020-12-12
p_36910,p_60240,co_352,pn_5915,2021-06-13
p_36910,p_64435,co_3543,pn_90,2022-02-14
p_36912,p_53939,co_880,pn_1,2020-04-14
p_36913,p_71652,co_8,pn_3626,2019-08-21
p_36914,p_77139,co_4567,pn_1904,2021-12-25
p_36914,p_93108,co_1208,pn_948,2022-01-11
p_36915,p_58640,co_70,pn_1,2020-03-27
p_36916,p_80627,co_1,pn_613,2020-06-26
p_36917,p_60182,co_4796,pn_19,2022-01-22
p_36918,p_79176,co_4596,pn_4728,2019-10-24
p_36919,p_38673,co_1,pn_3472,2020-12-12
p_36919,p_42928,co_116,pn_1,2019-11-29
p_36920,p_78409,co_8,pn_688,2022-03-16
p_36921,p_79921,co_2726,pn_3993,2020-12-30
p_36922,p_37710,co_26,pn_173,2020-07-26
p_36923,p_89699,co_8357,pn_2565,2022-02-28
p_36925,p_40478,co_6283,pn_75,2021-09-20
p_36926,p_40111,co_1,pn_1,2019-07-05
p_36927,p_41896,co_1,pn_794,2021-10-05
p_36928,p_86652,co_5142,pn_3862,2020-07-05
p_36929,p_65044,co_6549,pn_1601,2021-06-22
p_36929,p_81184,co_2942,pn_10,2020-10-17
p_36930,p_45818,co_10,pn_39,2020-05-19
p_36930,p_68236,co_8314,pn_1,2021-09-18
p_36931,p_54890,co_5787,pn_7,2020-06-16
p_36932,p_58520,co_7152,pn_3894,2021-09-04
p_36933,p_46758,co_1,pn_6,2021-12-16
p_36933,p_81976,co_8943,pn_7,2021-05-24
p_36934,p_69466,co_2815,pn_3294,2021-08-12
p_36934,p_91055,co_503,pn_3298,2020-09-17
p_36935,p_65805,co_1,pn_1,2020-02-16
p_36937,p_62376,co_50,pn_1,2019-08-21
p_36937,p_67278,co_63,pn_38,2020-01-08
p_36938,p_87483,co_93,pn_1454,2021-09-05
p_36939,p_90568,co_8342,pn_332,2020-08-19
p_36940,p_87961,co_4533,pn_3184,2020-08-26
p_36942,p_60219,co_950,pn_5011,2022-01-14
p_36942,p_94953,co_8574,pn_2229,2021-12-27
p_36943,p_61471,co_424,pn_12,2021-10-07
p_36943,p_66710,co_1810,pn_8,2019-05-16
p_36944,p_48356,co_9065,pn_2874,2020-08-11
p_36944,p_92962,co_5417,pn_4513,2019-10-16
p_36946,p_43734,co_193,pn_3960,2020-09-18
p_36946,p_67670,co_1,pn_2369,2021-12-26
p_36947,p_73776,co_9,pn_23,2020-04-17
p_36947,p_97487,co_3859,pn_3731,2020-07-23
p_36948,p_64817,co_739,pn_858,2020-02-24
p_36950,p_98218,co_669,pn_3486,2019-08-07
p_36953,p_42859,co_10,pn_586,2020-01-20
p_36954,p_95036,co_1,pn_1,2020-11-22
p_36955,p_42621,co_654,pn_1966,2019-12-31
p_36955,p_54575,co_3155,pn_5186,2019-10-21
p_36957,p_96957,co_3775,pn_2977,2019-06-30
p_36958,p_76090,co_1,pn_554,2020-10-11
p_36959,p_67475,co_578,pn_5308,2019-07-08
p_36960,p_63931,co_1691,pn_68,2022-04-08
p_36960,p_83957,co_2192,pn_2710,2020-03-19
p_36962,p_71543,co_17,pn_833,2019-10-03
p_36962,p_73379,co_2794,pn_11,2022-03-04
p_36963,p_40986,co_1,pn_32,2021-02-16
p_36964,p_42233,co_4738,pn_1403,2019-11-01
p_36964,p_84645,co_4810,pn_5862,2019-08-13
p_36967,p_67690,co_1,pn_4623,2021-07-14
p_36969,p_95650,co_7,pn_1,2019-08-01
p_36971,p_75328,co_7849,pn_782,2020-04-04
p_36973,p_91501,co_559,pn_1815,2021-11-22
p_36974,p_40599,co_4366,pn_479,2022-03-07
p_36975,p_37218,co_9226,pn_2947,2020-12-20
p_36975,p_40751,co_7380,pn_994,2022-03-01
p_36977,p_58824,co_3,pn_739,2020-07-21
p_36978,p_55478,co_5174,pn_1,2019-11-20
p_36980,p_56058,co_857,pn_7,2020-09-21
p_36980,p_63044,co_2901,pn_21,2021-08-07
p_36981,p_39440,co_56,pn_3080,2020-11-23
p_36981,p_46872,co_2322,pn_2605,2020-06-09
p_36982,p_73469,co_5355,pn_831,2021-05-31
p_36984,p_78388,co_4337,pn_38,2020-04-06
p_36984,p_87051,co_6745,pn_1600,2021-06-14
p_36986,p_54735,co_907,pn_744,2022-01-29
p_36990,p_74102,co_5854,pn_2807,2019-11-05
p_36992,p_94510,co_10,pn_4512,2020-11-20
p_36993,p_84485,co_4851,pn_4539,2021-05-07
p_36994,p_51999,co_6554,pn_5847,2021-04-11
p_36995,p_45703,co_8,pn_757,2021-04-13
p_36995,p_96961,co_7759,pn_2624,2020-03-04
p_36996,p_59908,co_8,pn_5205,2021-06-27
p_36998,p_42669,co_68,pn_405,2021-10-23
p_36998,p_97266,co_1,pn_357,2022-03-29
p_36999,p_87636,co_7904,pn_5165,2020-12-02
p_37000,p_81099,co_1,pn_3681,2021-03-30
p_37003,p_88539,co_3821,pn_2840,2020-01-11
p_37005,p_50791,co_1,pn_4859,2020-12-26
p_37006,p_40975,co_8238,pn_995,2021-02-11
p_37009,p_53632,co_4063,pn_6,2022-03-01
p_37009,p_91603,co_6,pn_5106,2020-05-20
p_37010,p_98436,co_1,pn_558,2019-10-03
p_37011,p_93443,co_411,pn_11,2021-01-27
p_37012,p_78304,co_437,pn_240,2021-10-28
p_37012,p_79961,co_2,pn_4033,2020-02-29
