src_id,dst_id,corp_id,src_work_for_start_time,dst_work_for_start_time
p_28315,p_97182,co_1169,2021-10-09,2021-07-08
p_28316,p_49988,co_8385,2020-09-18,2022-04-07
p_28316,p_99823,co_8507,2021-10-02,2019-09-14
p_28317,p_54278,co_1,2020-08-05,2020-03-06
p_28317,p_82652,co_1635,2020-03-24,2019-05-14
p_28319,p_71929,co_244,2021-08-09,2019-06-06
p_28319,p_74793,co_1121,2021-09-12,2022-05-03
p_28319,p_78327,co_4547,2021-04-27,2022-02-09
p_28320,p_39129,co_614,2019-11-16,2021-08-04
p_28320,p_47709,co_722,2020-07-31,2020-03-06
p_28321,p_85466,co_1,2020-05-11,2020-04-23
p_28322,p_98827,co_3487,2022-03-02,2019-10-08
p_28323,p_85434,co_1,2020-04-19,2020-04-07
p_28323,p_86109,co_5545,2020-10-19,2019-10-08
p_28324,p_50582,co_34,2019-11-12,2021-10-06
p_28324,p_58429,co_35,2019-07-12,2019-05-13
p_28324,p_72772,co_7,2019-06-03,2020-08-16
p_28325,p_47519,co_4778,2020-05-16,2021-11-27
p_28326,p_69591,co_31,2020-11-23,2019-09-27
p_28327,p_59887,co_2561,2019-05-27,2021-07-12
p_28328,p_69424,co_1198,2020-07-04,2021-09-26
p_28328,p_78101,co_41,2021-07-19,2020-10-11
p_28329,p_35009,co_8648,2021-09-18,2019-07-23
p_28329,p_45445,co_2873,2021-12-05,2020-09-07
p_28330,p_63799,co_9187,2020-05-30,2022-03-26
p_28330,p_98585,co_24,2019-06-13,2022-04-27
p_28331,p_47009,co_61,2021-08-10,2021-02-01
p_28332,p_38140,co_3834,2019-07-12,2019-06-10
p_28332,p_67929,co_5380,2020-08-24,2019-06-14
p_28333,p_79493,co_41,2021-11-10,2019-08-02
p_28333,p_96258,co_8702,2021-04-22,2020-10-22
p_28335,p_47169,co_6406,2021-09-23,2021-06-25
p_28335,p_68678,co_3353,2022-02-17,2019-09-21
p_28336,p_34668,co_5364,2020-02-11,2021-11-13
p_28337,p_30077,co_26,2021-03-21,2020-09-20
p_28337,p_63129,co_8551,2019-09-23,2021-11-24
p_28338,p_75616,co_3385,2020-04-21,2021-01-30
p_28339,p_32792,co_2347,2021-05-15,2019-06-15
p_28339,p_91095,co_3865,2021-11-07,2022-03-01
p_28340,p_36647,co_7954,2021-11-13,2020-01-01
p_28340,p_78726,co_5311,2020-05-29,2020-02-06
p_28341,p_53473,co_119,2020-10-12,2021-09-09
p_28341,p_81803,co_5910,2019-12-29,2021-05-06
p_28342,p_65485,co_1,2019-09-09,2021-01-22
p_28342,p_96994,co_7220,2020-11-24,2021-10-13
p_28343,p_58354,co_320,2020-02-10,2020-08-17
p_28343,p_98176,co_7125,2019-11-19,2021-11-02
p_28345,p_44278,co_61,2019-10-04,2020-06-23
p_28345,p_54280,co_8965,2020-11-18,2019-12-16
p_28345,p_54428,co_7147,2021-03-26,2020-04-14
p_28346,p_66856,co_4966,2019-12-09,2021-05-26
p_28346,p_79221,co_2080,2019-08-27,2020-03-17
p_28346,p_99307,co_431,2021-06-19,2019-08-10
p_28347,p_54098,co_1,2020-01-03,2022-05-03
p_28348,p_88763,co_54,2019-10-22,2021-12-06
p_28351,p_68437,co_5247,2020-07-01,2020-01-02
p_28352,p_59360,co_2310,2021-03-14,2020-10-23
p_28353,p_60033,co_5109,2022-03-02,2021-09-27
p_28353,p_94017,co_5,2021-09-03,2020-05-03
p_28354,p_49117,co_8,2021-05-23,2021-05-31
p_28354,p_86741,co_1,2019-09-02,2020-04-27
p_28355,p_34627,co_1,2021-12-03,2021-06-04
p_28355,p_55293,co_882,2021-05-07,2022-01-10
p_28355,p_96032,co_4089,2020-08-01,2019-09-11
p_28356,p_80550,co_48,2019-11-05,2021-09-09
p_28356,p_89689,co_4739,2020-11-18,2021-08-28
p_28357,p_34130,co_3362,2020-09-08,2021-05-18
p_28357,p_76594,co_2,2020-03-10,2020-01-14
p_28358,p_95636,co_596,2021-10-13,2020-02-23
p_28359,p_92788,co_6231,2019-10-14,2019-07-02
p_28360,p_62436,co_4251,2020-01-20,2020-01-10
p_28361,p_31337,co_637,2021-12-03,2022-03-26
p_28361,p_76001,co_1,2019-05-21,2019-12-17
p_28361,p_79555,co_9348,2022-03-16,2021-05-05
p_28362,p_53471,co_695,2020-01-03,2022-05-06
p_28363,p_90314,co_691,2020-03-05,2020-03-18
p_28364,p_45918,co_4354,2019-12-11,2022-01-24
p_28364,p_73973,co_244,2022-02-14,2021-08-29
p_28365,p_32008,co_62,2021-04-14,2019-06-22
p_28365,p_35386,co_1,2020-10-10,2020-07-18
p_28365,p_87427,co_4405,2019-05-25,2021-10-05
p_28366,p_36090,co_1,2020-04-01,2019-07-20
p_28366,p_69030,co_6444,2021-06-07,2020-08-12
p_28366,p_76656,co_6566,2020-07-04,2019-08-06
p_28367,p_56249,co_5339,2021-03-03,2021-03-23
p_28368,p_50296,co_7,2020-09-23,2021-01-12
p_28368,p_74136,co_323,2019-12-22,2022-02-26
p_28369,p_89685,co_1527,2022-01-02,2019-06-24
p_28370,p_78957,co_27,2020-07-30,2021-08-08
p_28370,p_95363,co_6493,2021-03-30,2019-10-19
p_28370,p_96709,co_441,2021-02-12,2022-02-27
p_28371,p_54479,co_4318,2019-06-27,2020-01-20
p_28371,p_76110,co_193,2019-10-08,2021-07-31
p_28372,p_38633,co_3293,2020-03-08,2021-06-28
p_28372,p_72716,co_1907,2022-04-11,2022-02-09
p_28372,p_77264,co_3672,2022-03-24,2022-04-03
p_28373,p_44524,co_1,2021-11-05,2020-06-30
p_28374,p_42280,co_8,2022-02-22,2020-12-03
p_28374,p_86891,co_4588,2020-10-20,2021-02-13
p_28374,p_98870,co_1734,2019-08-19,2020-05-03
p_28375,p_69870,co_9357,2020-02-27,2021-04-15
p_28376,p_60396,co_514,2019-06-28,2021-01-12
p_28377,p_29236,co_4718,2019-08-26,2020-12-24
p_28377,p_79814,co_4000,2020-02-26,2021-02-06
p_28378,p_43530,co_1410,2019-08-22,2019-11-06
p_28378,p_45292,co_4143,2021-11-04,2019-10-26
p_28378,p_62607,co_391,2020-02-13,2020-11-27
p_28379,p_70254,co_68,2020-09-30,2021-07-01
p_28379,p_96443,co_4478,2021-02-22,2019-10-24
p_28380,p_58284,co_267,2020-06-04,2021-02-20
p_28380,p_77603,co_6995,2020-09-10,2022-03-12
p_28381,p_66405,co_3504,2021-09-23,2021-11-09
p_28381,p_93214,co_5464,2021-07-02,2019-12-28
p_28382,p_59444,co_6656,2020-05-15,2020-03-02
p_28383,p_76915,co_3058,2021-04-21,2021-04-19
p_28384,p_34211,co_1237,2020-05-23,2019-10-27
p_28385,p_71779,co_5259,2021-10-05,2021-05-23
p_28385,p_92085,co_1,2020-03-17,2019-06-23
p_28386,p_45435,co_2314,2020-05-22,2020-01-26
p_28386,p_78294,co_465,2019-12-22,2021-04-28
p_28387,p_34256,co_4684,2021-11-13,2019-07-21
p_28387,p_63694,co_95,2021-06-27,2021-03-09
p_28388,p_44334,co_1,2019-09-11,2021-03-13
p_28388,p_96456,co_25,2022-05-04,2019-05-26
p_28389,p_63956,co_10,2021-06-01,2020-07-13
p_28389,p_68872,co_8167,2022-01-03,2020-06-20
p_28390,p_36405,co_399,2019-06-15,2020-02-23
p_28391,p_44692,co_8267,2019-06-26,2021-07-10
p_28392,p_40184,co_526,2020-04-23,2020-09-30
p_28393,p_78391,co_1622,2021-09-20,2020-11-27
p_28394,p_45246,co_7996,2020-01-22,2020-05-18
p_28394,p_62277,co_4530,2020-04-29,2021-08-25
p_28396,p_34265,co_2996,2020-07-11,2022-01-24
p_28396,p_94834,co_7970,2022-01-27,2019-11-03
p_28396,p_99839,co_9429,2021-10-09,2021-12-22
p_28397,p_59659,co_6758,2022-02-05,2020-09-03
p_28398,p_50521,co_4002,2022-01-01,2020-10-02
p_28398,p_57546,co_776,2020-07-30,2019-11-12
p_28399,p_32762,co_6727,2021-02-09,2019-06-21
p_28399,p_74351,co_58,2019-07-13,2021-04-15
p_28400,p_44017,co_7795,2020-08-15,2021-05-06
p_28400,p_95487,co_1,2021-08-07,2021-07-11
p_28401,p_74960,co_90,2020-04-01,2020-04-07
p_28402,p_32121,co_20,2022-02-16,2022-04-16
p_28403,p_32476,co_1,2021-07-24,2019-08-06
p_28403,p_34851,co_9,2020-06-07,2021-07-23
p_28403,p_96695,co_7222,2022-02-28,2021-07-02
p_28404,p_40528,co_9465,2022-01-15,2022-02-09
p_28404,p_58327,co_7932,2021-06-29,2021-04-14
p_28404,p_66522,co_44,2021-01-28,2019-11-16
p_28405,p_46415,co_388,2020-07-14,2019-05-17
p_28405,p_52268,co_1,2021-05-14,2021-03-16
p_28406,p_42501,co_808,2021-09-15,2020-07-30
p_28407,p_94142,co_488,2019-11-09,2021-04-21
p_28408,p_57080,co_10,2020-11-09,2021-12-16
p_28408,p_97511,co_454,2019-09-27,2020-02-08
p_28409,p_48338,co_899,2019-10-12,2019-10-11
p_28409,p_73503,co_5745,2021-09-18,2019-10-02
p_28409,p_77813,co_5262,2021-08-02,2019-08-21
p_28410,p_82735,co_883,2022-04-03,2021-12-03
p_28411,p_51648,co_35,2020-05-27,2020-08-23
p_28411,p_96399,co_1108,2020-07-01,2021-10-21
p_28413,p_31642,co_1,2021-01-09,2022-03-06
p_28413,p_82413,co_3381,2021-03-25,2021-06-03
p_28416,p_51858,co_5019,2019-07-23,2021-08-04
p_28417,p_32118,co_9121,2019-10-13,2020-03-01
p_28417,p_51940,co_1,2019-05-14,2020-06-10
p_28418,p_30415,co_555,2021-09-27,2022-01-13
p_28419,p_44164,co_7,2021-12-20,2022-03-27
p_28419,p_79455,co_8595,2020-12-16,2019-12-16
p_28422,p_41261,co_1,2021-02-22,2021-03-20
p_28423,p_32357,co_8023,2022-03-24,2020-06-01
p_28424,p_53251,co_3950,2021-09-22,2019-05-24
p_28424,p_56592,co_1562,2020-07-26,2022-02-18
p_28424,p_82180,co_5614,2019-05-19,2021-03-08
p_28425,p_52067,co_266,2021-11-28,2021-06-14
p_28426,p_54698,co_6715,2020-10-19,2019-07-19
p_28427,p_42671,co_2251,2021-01-14,2019-07-10
p_28427,p_53251,co_313,2020-03-17,2021-11-14
p_28427,p_92393,co_51,2020-04-22,2020-10-08
p_28428,p_37250,co_905,2020-05-07,2020-07-27
p_28428,p_71958,co_2202,2019-09-30,2019-11-09
p_28429,p_40983,co_6528,2021-08-12,2020-01-23
p_28429,p_95686,co_1,2021-10-01,2019-09-21
p_28431,p_48293,co_593,2020-05-03,2021-03-15
p_28431,p_76823,co_1,2021-07-12,2021-12-05
p_28432,p_36899,co_1,2021-01-29,2019-09-17
p_28432,p_37654,co_68,2021-07-12,2019-11-01
p_28433,p_52983,co_7794,2020-12-03,2021-07-28
p_28433,p_81501,co_5784,2020-11-08,2021-05-23
p_28433,p_89592,co_1,2021-02-10,2022-04-25
p_28434,p_32922,co_3606,2019-11-15,2022-05-11
p_28434,p_82154,co_5400,2021-04-26,2019-07-04
p_28435,p_30283,co_8727,2020-10-06,2020-04-06
p_28435,p_98138,co_9260,2021-08-13,2021-07-03
p_28436,p_31208,co_1,2020-01-19,2021-08-04
p_28436,p_99194,co_3266,2020-02-07,2020-01-20
p_28437,p_99702,co_1,2021-04-11,2022-04-18
p_28438,p_60258,co_392,2021-11-24,2021-02-16
p_28438,p_77609,co_817,2021-05-10,2021-06-15
p_28440,p_47440,co_32,2020-01-10,2021-11-22
p_28440,p_47551,co_5057,2021-12-16,2020-03-22
p_28440,p_85278,co_3704,2020-12-28,2019-09-26
p_28441,p_83276,co_6313,2020-01-23,2019-09-04
p_28442,p_32854,co_97,2020-04-22,2021-04-30
p_28443,p_30227,co_5984,2019-07-19,2020-12-01
p_28443,p_45873,co_1,2019-10-19,2022-05-05
p_28443,p_89885,co_4816,2020-09-01,2020-03-31
p_28444,p_68884,co_6271,2019-06-24,2022-04-01
p_28445,p_45463,co_16,2019-10-14,2020-09-24
p_28445,p_86879,co_94,2019-08-16,2020-05-06
p_28446,p_32493,co_91,2019-06-28,2020-03-18
p_28446,p_51937,co_5,2022-02-15,2022-05-01
p_28447,p_35871,co_9182,2019-09-26,2020-02-02
p_28447,p_86610,co_5925,2021-07-18,2020-03-18
p_28448,p_31917,co_795,2020-03-12,2022-01-29
p_28448,p_41280,co_6,2019-09-03,2020-05-16
p_28449,p_94643,co_1,2021-04-28,2020-05-24
p_28450,p_61982,co_360,2020-07-29,2021-07-11
p_28450,p_91059,co_2298,2019-06-16,2020-03-11
p_28451,p_77696,co_85,2019-07-11,2020-12-11
p_28452,p_56485,co_1,2022-05-09,2020-01-02
p_28452,p_98035,co_6744,2022-01-20,2019-09-24
p_28453,p_31300,co_67,2021-09-12,2021-07-06
p_28454,p_91682,co_3657,2019-08-25,2022-01-16
p_28455,p_72683,co_767,2022-04-22,2020-08-17
p_28456,p_34271,co_5036,2021-02-22,2019-10-08
p_28456,p_49932,co_8256,2020-03-18,2021-01-06
p_28457,p_35165,co_24,2020-04-17,2021-03-12
p_28457,p_54101,co_1,2019-06-22,2020-05-07
p_28458,p_74392,co_6701,2020-07-29,2019-08-08
p_28458,p_76689,co_92,2020-12-05,2021-01-21
p_28460,p_29564,co_1,2020-05-31,2019-06-23
p_28460,p_75478,co_1,2022-03-24,2020-04-19
p_28461,p_79947,co_4120,2021-11-21,2019-11-27
p_28461,p_82605,co_7251,2022-04-14,2022-01-18
p_28462,p_28541,co_5218,2021-11-03,2020-10-02
p_28462,p_79380,co_611,2022-01-20,2021-04-27
p_28462,p_90372,co_1,2021-10-06,2020-10-08
p_28463,p_35127,co_1,2021-11-25,2020-08-01
p_28464,p_33312,co_77,2019-09-21,2021-10-28
p_28465,p_37632,co_326,2020-02-11,2020-04-03
p_28465,p_41728,co_1,2020-10-09,2021-11-11
p_28466,p_92406,co_7698,2020-10-17,2021-11-01
p_28467,p_53920,co_547,2019-12-09,2021-02-15
p_28468,p_36936,co_3295,2019-11-06,2022-02-11
p_28468,p_45250,co_17,2020-01-13,2020-09-16
p_28468,p_65101,co_9183,2021-04-08,2020-01-06
p_28469,p_59693,co_3878,2021-07-11,2020-03-14
p_28469,p_66704,co_3156,2021-08-22,2020-06-23
p_28469,p_76372,co_1,2020-11-14,2019-12-09
p_28470,p_57518,co_1,2020-12-19,2021-04-21
p_28470,p_93866,co_6659,2019-06-27,2020-11-02
p_28471,p_34380,co_6899,2021-05-03,2020-10-01
p_28471,p_45195,co_7185,2019-10-11,2020-10-18
p_28471,p_90000,co_2102,2020-06-06,2021-07-22
p_28472,p_53634,co_2281,2020-11-18,2021-08-14
p_28474,p_79273,co_3487,2020-05-29,2022-03-10
p_28475,p_30613,co_1,2019-11-10,2020-07-20
p_28476,p_41102,co_1012,2021-10-27,2020-09-21
p_28476,p_41333,co_157,2020-10-06,2021-05-19
p_28477,p_36406,co_7191,2020-01-27,2021-08-20
p_28477,p_77721,co_7284,2019-07-29,2021-12-24
p_28478,p_50232,co_837,2020-10-20,2020-06-03
p_28478,p_91288,co_5807,2020-03-21,2020-06-29
p_28478,p_91487,co_4,2020-02-12,2020-02-13
p_28479,p_43369,co_5990,2020-08-25,2022-04-18
p_28479,p_45744,co_6797,2021-12-09,2021-09-10
p_28480,p_52210,co_9,2019-05-20,2020-04-04
p_28480,p_84641,co_713,2021-05-07,2020-10-26
p_28480,p_90147,co_3,2020-11-15,2021-03-11
p_28481,p_42091,co_394,2019-12-21,2020-09-24
p_28481,p_73375,co_2707,2021-01-14,2021-08-11
p_28481,p_92042,co_5,2019-07-05,2021-10-23
p_28482,p_33080,co_883,2021-12-07,2021-11-01
p_28482,p_57576,co_578,2021-11-06,2019-06-25
p_28483,p_45784,co_17,2020-11-16,2021-01-15
p_28484,p_49790,co_7088,2020-03-20,2021-04-16
p_28485,p_31162,co_91,2020-06-03,2020-04-11
p_28485,p_64542,co_3206,2020-10-08,2022-04-14
p_28486,p_73899,co_1590,2020-11-13,2019-11-29
p_28487,p_32531,co_5617,2020-09-28,2020-10-08
p_28488,p_58506,co_1,2022-05-08,2020-08-17
p_28488,p_59382,co_9429,2020-06-11,2020-04-01
p_28489,p_62873,co_7893,2020-07-28,2020-04-22
p_28489,p_64122,co_4392,2020-08-07,2020-07-04
p_28490,p_45124,co_3551,2020-02-13,2020-12-07
p_28490,p_68359,co_1619,2022-03-18,2019-06-16
p_28491,p_35303,co_9222,2022-02-21,2020-11-15
p_28491,p_43218,co_7600,2022-01-17,2021-07-23
p_28491,p_97805,co_8053,2020-08-29,2022-03-18
p_28492,p_88281,co_4965,2022-04-26,2021-04-22
p_28492,p_97006,co_4121,2019-07-04,2021-07-05
p_28494,p_88931,co_1434,2019-12-14,2020-06-03
p_28494,p_91127,co_4917,2021-01-29,2021-06-04
p_28495,p_79104,co_577,2019-11-29,2022-04-16
p_28495,p_90825,co_5107,2022-05-12,2021-09-14
p_28496,p_46098,co_8971,2020-09-21,2021-04-15
p_28497,p_33560,co_2081,2019-09-13,2019-07-18
p_28499,p_86335,co_1,2020-05-22,2019-11-01
p_28500,p_48065,co_319,2020-09-26,2020-03-07
p_28501,p_42114,co_7188,2020-10-10,2020-04-01
p_28501,p_48015,co_11,2020-03-02,2019-08-21
p_28502,p_37179,co_8417,2021-05-09,2020-01-22
p_28502,p_80234,co_806,2020-10-17,2021-10-04
p_28503,p_33488,co_1171,2021-11-16,2022-01-01
p_28503,p_97130,co_3138,2020-01-14,2022-02-19
p_28504,p_34202,co_92,2021-08-04,2020-01-06
p_28504,p_60461,co_734,2020-07-21,2019-09-04
p_28506,p_39786,co_8487,2022-01-26,2019-09-16
p_28506,p_54470,co_23,2019-08-03,2020-04-13
p_28506,p_74272,co_292,2021-06-21,2021-12-21
p_28507,p_32091,co_317,2020-05-12,2020-01-26
p_28507,p_55436,co_1,2020-07-18,2019-12-28
p_28508,p_56160,co_1444,2020-04-19,2020-05-09
p_28509,p_40977,co_53,2021-04-22,2022-03-15
p_28509,p_41915,co_6664,2019-09-05,2020-10-23
p_28510,p_29115,co_1928,2021-03-17,2021-10-30
p_28510,p_36281,co_1,2021-06-12,2020-01-28
p_28511,p_66190,co_6400,2021-08-05,2022-05-05
p_28511,p_89216,co_5260,2022-04-29,2019-10-16
p_28511,p_99531,co_3051,2020-08-03,2020-12-23
p_28512,p_48904,co_53,2021-05-12,2020-03-26
p_28512,p_85430,co_60,2019-06-16,2021-06-22
p_28513,p_52108,co_1,2021-07-29,2021-06-12
p_28513,p_57385,co_445,2019-12-26,2020-04-15
p_28514,p_69414,co_3006,2020-04-26,2020-04-08
p_28516,p_36785,co_8129,2021-07-03,2020-11-19
p_28516,p_53351,co_5,2020-03-19,2022-03-15
p_28517,p_75675,co_3302,2019-05-13,2019-12-27
p_28517,p_95323,co_7322,2020-02-20,2020-12-23
p_28518,p_71328,co_10,2020-04-24,2020-09-23
p_28519,p_37909,co_5,2020-10-03,2020-03-18
p_28519,p_68050,co_44,2021-03-23,2020-07-17
p_28520,p_37891,co_7775,2021-12-11,2021-02-13
p_28520,p_82867,co_6572,2022-03-27,2020-07-24
p_28521,p_63959,co_843,2021-10-04,2021-05-21
p_28521,p_84688,co_1,2022-04-24,2022-05-07
p_28522,p_31060,co_5845,2020-09-09,2021-04-04
p_28522,p_52591,co_175,2021-11-19,2020-10-12
p_28522,p_78014,co_7840,2020-03-28,2021-01-15
p_28523,p_72357,co_8388,2019-07-06,2020-02-16
p_28524,p_52115,co_2,2020-03-08,2020-12-02
p_28524,p_72777,co_5900,2020-11-06,2022-04-01
p_28524,p_95731,co_3050,2019-10-05,2020-02-09
p_28525,p_41450,co_896,2020-05-06,2022-04-28
p_28525,p_82880,co_62,2021-04-23,2021-08-23
p_28526,p_77176,co_361,2021-04-23,2019-05-25
p_28526,p_88681,co_4648,2021-11-03,2022-03-28
p_28527,p_64091,co_4286,2020-02-05,2021-06-04
p_28528,p_32559,co_9329,2020-08-19,2021-12-20
p_28529,p_66263,co_100,2020-09-16,2019-10-20
p_28529,p_80099,co_10,2020-11-24,2020-03-07
p_28530,p_29225,co_5304,2021-12-30,2020-04-11
p_28530,p_80129,co_9010,2019-12-26,2021-12-10
p_28531,p_88171,co_8541,2020-09-22,2022-03-22
p_28531,p_96403,co_1,2022-03-03,2022-04-25
p_28532,p_41536,co_1503,2020-12-14,2021-09-04
p_28532,p_90706,co_1,2019-07-20,2021-12-06
p_28534,p_68709,co_1210,2021-04-05,2020-02-01
p_28534,p_90393,co_4139,2019-09-17,2019-07-11
p_28535,p_30692,co_709,2022-02-06,2021-07-06
p_28535,p_31186,co_7413,2021-04-16,2020-08-26
p_28536,p_32128,co_6593,2021-10-17,2019-12-08
p_28536,p_71359,co_6430,2021-11-01,2019-12-06
p_28536,p_75900,co_888,2020-10-22,2021-05-21
p_28537,p_72314,co_4099,2019-10-14,2019-06-06
p_28537,p_75270,co_85,2021-09-07,2019-12-27
p_28538,p_38326,co_3186,2021-08-12,2021-02-27
p_28539,p_54898,co_3057,2019-12-21,2021-06-12
p_28539,p_85243,co_1353,2019-11-06,2019-10-09
p_28539,p_99265,co_3396,2020-01-17,2022-01-02
p_28540,p_83596,co_880,2022-03-14,2019-06-23
p_28542,p_61403,co_5630,2021-06-13,2019-12-01
p_28543,p_59244,co_5522,2019-08-13,2021-06-18
p_28543,p_61559,co_44,2019-10-22,2019-10-24
p_28543,p_94178,co_5146,2022-02-21,2019-07-20
p_28544,p_51285,co_562,2020-06-18,2020-07-20
p_28544,p_83488,co_2627,2022-02-20,2019-11-08
p_28544,p_91961,co_925,2021-08-30,2020-09-20
p_28545,p_29629,co_269,2019-06-23,2020-10-17
p_28545,p_32399,co_3704,2021-07-18,2019-10-15
p_28546,p_43455,co_2,2022-03-15,2020-10-20
p_28546,p_49747,co_888,2022-01-27,2020-08-21
p_28547,p_50768,co_7766,2020-02-04,2019-08-19
p_28547,p_84699,co_5079,2022-02-08,2021-09-18
p_28547,p_88271,co_5683,2021-09-20,2021-02-19
p_28548,p_32254,co_7584,2019-09-20,2022-01-05
p_28548,p_35738,co_6510,2021-04-20,2021-11-08
p_28549,p_90319,co_1676,2020-09-13,2022-04-08
p_28550,p_43647,co_5495,2020-10-01,2020-03-11
p_28551,p_34451,co_1,2021-05-28,2020-08-21
p_28551,p_82256,co_5443,2019-07-14,2019-09-22
p_28551,p_97715,co_1021,2020-03-11,2021-07-26
p_28552,p_75583,co_5,2021-02-20,2021-02-07
p_28552,p_88528,co_1,2021-10-06,2020-07-16
p_28552,p_99680,co_280,2020-12-26,2019-12-15
p_28553,p_30730,co_7,2020-02-11,2020-11-07
p_28554,p_39999,co_554,2022-04-08,2021-08-20
p_28556,p_47129,co_6452,2021-02-19,2021-03-20
p_28556,p_59978,co_5564,2020-02-21,2019-09-09
p_28558,p_84564,co_25,2020-05-05,2019-06-26
p_28560,p_35954,co_7,2020-10-09,2020-10-02
p_28561,p_98270,co_2888,2022-05-06,2020-09-24
p_28562,p_56153,co_8,2020-08-11,2020-12-17
p_28563,p_51568,co_5903,2019-08-31,2022-01-05
p_28563,p_73252,co_650,2020-02-14,2021-11-13
p_28563,p_83878,co_29,2021-08-07,2021-08-23
p_28564,p_68084,co_49,2021-09-20,2019-10-15
p_28564,p_89133,co_527,2021-09-24,2020-02-03
p_28565,p_36391,co_349,2020-06-07,2019-12-27
p_28566,p_61545,co_4492,2021-03-01,2020-06-16
p_28567,p_42948,co_2,2022-01-01,2020-09-29
p_28567,p_47254,co_8006,2021-03-30,2019-10-12
p_28568,p_30133,co_9002,2021-08-13,2021-05-16
p_28569,p_35670,co_8198,2021-10-04,2020-08-07
p_28569,p_84347,co_12,2019-11-07,2019-10-28
p_28570,p_59250,co_945,2019-07-18,2020-08-18
p_28570,p_63666,co_266,2022-01-09,2019-09-17
p_28571,p_73509,co_4794,2021-08-18,2019-07-03
p_28571,p_92245,co_2,2020-11-14,2021-09-19
p_28572,p_31602,co_6800,2020-03-06,2020-06-09
p_28572,p_68229,co_6489,2021-02-20,2020-04-10
p_28572,p_79264,co_2082,2021-04-29,2022-01-31
p_28573,p_83632,co_525,2020-01-25,2021-10-07
p_28573,p_99174,co_650,2020-05-14,2020-11-22
p_28575,p_30981,co_741,2022-04-07,2021-11-21
p_28575,p_42734,co_6284,2021-11-16,2021-10-14
p_28576,p_54444,co_4328,2020-09-23,2020-12-08
p_28577,p_62070,co_3230,2020-04-11,2022-04-20
p_28577,p_86680,co_194,2019-07-01,2022-02-17
p_28578,p_29593,co_854,2022-02-13,2022-02-25
p_28578,p_84783,co_7,2019-09-22,2020-02-19
p_28578,p_87149,co_6941,2019-07-17,2020-03-06
p_28579,p_29851,co_410,2021-09-13,2020-03-03
p_28579,p_71064,co_1590,2021-12-13,2019-12-09
p_28580,p_62482,co_3,2021-10-09,2020-03-17
p_28580,p_92183,co_6176,2021-08-11,2021-06-10
p_28581,p_46120,co_1,2020-10-24,2022-03-14
p_28581,p_51185,co_3024,2019-07-16,2021-07-12
p_28581,p_98626,co_7372,2021-09-22,2021-11-18
p_28582,p_54919,co_999,2021-01-19,2021-11-23
p_28582,p_81626,co_66,2019-10-08,2019-11-28
p_28584,p_45451,co_1,2021-12-31,2019-08-16
p_28584,p_70195,co_3402,2020-01-31,2020-05-10
p_28584,p_94917,co_7353,2022-03-08,2020-11-26
p_28585,p_89599,co_1286,2020-04-01,2022-02-11
p_28586,p_39119,co_721,2020-03-26,2021-01-16
p_28587,p_36543,co_278,2019-09-22,2020-11-23
p_28587,p_75084,co_4486,2021-04-28,2021-04-13
p_28587,p_87798,co_9103,2020-06-13,2020-05-07
p_28588,p_41707,co_35,2020-07-10,2020-07-24
p_28588,p_97623,co_2515,2021-10-17,2021-10-04
p_28589,p_33586,co_1,2020-04-08,2022-02-17
p_28589,p_84449,co_9034,2021-06-07,2022-01-12
p_28590,p_43212,co_6236,2020-06-02,2021-08-12
p_28590,p_62111,co_6963,2020-05-01,2021-03-16
p_28591,p_53915,co_1,2021-01-26,2019-07-25
p_28591,p_60732,co_3202,2022-04-29,2020-08-15
p_28591,p_85220,co_8192,2020-03-20,2021-11-27
p_28592,p_37762,co_1108,2022-03-02,2019-08-21
p_28592,p_67753,co_2499,2021-06-22,2020-05-10
p_28593,p_29351,co_2295,2021-07-08,2022-03-03
p_28594,p_38317,co_3250,2020-01-17,2021-02-14
p_28595,p_36874,co_801,2021-01-11,2021-08-09
p_28595,p_48424,co_5776,2019-07-28,2020-06-06
p_28595,p_86885,co_2108,2021-12-26,2020-08-20
p_28596,p_50270,co_356,2020-03-24,2021-04-11
p_28596,p_80637,co_10,2019-06-22,2020-11-11
p_28597,p_72054,co_673,2019-09-05,2020-03-08
p_28597,p_90728,co_9336,2020-08-21,2019-10-10
p_28598,p_46102,co_847,2020-09-02,2019-06-13
p_28598,p_97758,co_1,2021-10-29,2022-01-11
p_28598,p_99070,co_7791,2019-09-24,2021-07-29
p_28599,p_67915,co_5449,2020-04-24,2022-03-25
p_28599,p_89261,co_5867,2021-02-07,2019-09-30
p_28600,p_70687,co_750,2020-05-03,2021-01-20
p_28600,p_81174,co_556,2022-04-04,2020-10-19
p_28601,p_75921,co_1,2021-03-16,2021-04-29
p_28602,p_58728,co_274,2021-03-21,2021-05-24
p_28603,p_91097,co_5875,2021-11-14,2020-06-14
p_28604,p_38515,co_327,2020-07-04,2020-09-07
p_28605,p_32824,co_4,2021-06-05,2021-05-02
p_28606,p_44011,co_949,2021-01-27,2021-05-05
p_28606,p_58223,co_1,2020-07-06,2020-06-08
p_28606,p_72981,co_5787,2021-05-04,2022-02-01
p_28607,p_32737,co_15,2020-05-07,2020-03-22
p_28607,p_70023,co_732,2020-10-01,2020-06-11
p_28608,p_31051,co_9386,2021-12-04,2020-11-20
